Fighter,Height,Weight,Style(op),Country,Age,Stance,Wins KO,Losses Ko,Wins Sub,Losses Sub,Total Wins,Total Losses,Total Draw
Brandon Webb,"5' 6""", 145 lbs,,USA,27,,0,1,0,0,0,2,0
James Webb,"6' 1""", 185 lbs,,England,32,,1,3,6,0,9,4,1
Jamie Webb,0,0,,,,,0,0,0,2,0,2,0
Jason Webb,0,0,,,,,0,0,0,1,0,1,0
Jonavin Webb,"5' 10""", 170 lbs,Striker,USA,33,Orthodox,2,0,5,1,11,4,0
Josh Webb,0,0,,,,,0,1,0,0,0,1,0
Paul Webb,0,0,,,,,0,1,0,0,0,1,0
Randall Webb,0,0,,USA,,,0,0,0,0,0,1,0
Ryan Webb,0,0,,,,,0,0,0,1,0,1,0
Thomas Webb,0,0,,,4/14/198,,3,0,2,2,12,4,0
Varon Webb,"5' 7""", 135 lbs,Striker,USA,38,,0,0,0,2,2,2,0
David Webber,0,0,,,,,0,0,0,0,1,1,0
Lee Webber,0,0,,,,,0,0,0,0,0,1,0
Roman Webber,0,0,,,,,0,1,0,0,0,1,0
Stephanie Webber,0,0,,,,,0,1,0,1,0,2,0
A.J. Weber,0,0,,USA,,,0,1,0,0,0,1,0
Emme Weber,0,0,,,,,0,0,0,1,0,1,0
Eugen Weber,0,0,,Germany,9/9/198,,0,0,0,1,0,1,0
David Webster,0,0,,,,,0,1,0,0,0,1,0
Nizhonie Webster,0,0,,,,,0,0,0,1,0,1,0
Markhaile Wedderburn,0,0,,,,,0,0,0,6,0,6,0
Anthony Wedlock,0,0,,,,,0,0,0,1,0,1,0
Royston Wee,0,0,,Singapore,11/15/198,Orthodox,0,1,2,0,4,1,0
Damo Weeden,0,0,,,,,1,2,0,0,1,2,0
Brent Weedman,0,0,,,10/10/198,,10,1,9,1,22,9,1
Renaldo Weekley,0,0,,,2/9/199,,0,0,0,1,0,1,0
Darian Weeks,"5' 11""", 170 lbs,Mixed Martial Artist,USA,29,Orthodox,4,0,1,0,5,3,0
Jordan Weeks,"6' 2""", 155 lbs,,USA,31,,0,0,1,0,1,1,0
Joshua Weems,"5' 8""", 139 lbs,Freestyle,USA,28,Orthodox,0,2,9,1,10,3,0
Wayne Weems,0,0,,,,,0,1,0,0,0,1,0
Rob Weenig,0,0,,,,,0,2,0,0,0,2,0
Roman Wehbe,0,0,,Lebanon,,,0,1,0,1,0,2,0
Yousef Wehbe,0,0,,Lebanon,,,0,0,0,0,0,1,0
Chenjin Wei,0,0,,China,,,0,0,0,1,0,1,0
Teh Kah Wei,0,0,,,,,0,0,0,0,0,1,0
Xiaofan Wei,0,0,,China,,,0,1,0,0,0,1,0
Daniel Weichel,"5' 10""", 145 lbs,,Germany,38,,6,5,22,3,42,14,0
Allan Weickert,0,0,,,,,0,2,0,1,0,3,0
Kyle Weickhardt,0,0,,,,,1,0,0,0,1,0,0
Jon Weidler,0,0,,,,,0,1,0,0,0,1,0
Chris Weidman,"6' 2""", 186 lbs,Striker,USA,38,Orthodox,6,6,4,0,15,6,0
Marlin Weikel,0,0,,,,,0,0,0,2,0,2,0
Zhang Weili,"5' 4""", 115 lbs,Wrestling,China,33,Switch,11,1,8,0,23,3,0
Marshelle Weinberger,0,0,,,,,0,0,0,1,0,1,0
Shane Weinischke,0,0,,,,,0,0,0,1,0,1,0
Sascha Weinpolter,0,0,,,,,0,1,0,1,0,3,0
John Weir,0,0,,,,,0,1,0,0,0,1,0
Mark Weir,0,0,,,9/19/196,Southpaw,2,5,0,3,2,8,0
Josh Weisman,0,0,,,,,0,0,0,1,0,1,0
Noah Weisman,0,0,,,,,1,1,0,0,1,2,0
Hank Weiss,0,0,,,,,1,1,3,2,4,5,0
Joey Welch,0,0,,,,,0,0,0,1,0,1,0
Kyle Welch,0,0,,,,,0,0,0,0,0,1,0
Tim Welch,0,0,,,4/25/199,,4,1,6,2,10,5,0
Wesley Welch,0,0,,,,,0,1,0,0,0,1,0
Cody Welchlin,0,0,,,,,0,0,0,2,0,2,0
Zack Welker,0,0,,,,,0,0,0,1,0,1,0
Eduardo Wellington,0,0,,,,,0,0,0,1,0,2,0
Wellington Wellington,0,0,,,10/19/199,,0,1,0,0,0,1,0
Christian Wellisch,0,0,,,4/17/198,Orthodox,0,3,1,0,2,4,0
Cameron Wells,0,0,,,,,0,1,0,0,0,1,0
Frank Wells,"5' 11""", 145 lbs,,USA,28,,0,0,0,1,0,2,0
Garrett Wells,0,0,,USA,7/21/199,,0,1,0,0,0,1,0
Grayson Wells,0,0,,,,,0,0,0,1,0,1,0
J.T. Wells,0,0,,,,,0,1,0,1,0,3,0
Jason Wells,0,0,,,,,0,1,0,0,0,1,0
Jeremiah Wells,"5' 9""", 171 lbs,,USA,36,Switch,5,0,4,0,11,2,1
Josey Wells,0,0,,,,,0,0,0,0,0,1,0
Phil Wells,"6' 2""", 170 lbs,,England,35,,0,2,0,0,0,2,0
Rhageem Wells,0,0,,USA,,,0,1,0,0,0,1,0
Sam Wells,0,0,,,,,1,0,0,1,1,3,0
Trevor Wells,"5' 7""", 125 lbs,Freestyle,USA,27,,0,0,0,0,0,1,0
Zack Wells,0,0,,,,,0,0,0,0,0,1,0
Danny Welsh,0,0,,,8/22/198,,0,3,0,11,0,15,0
Greg Welsh,0,0,,,7/25/197,,0,0,0,1,0,1,0
Jamie Lynn Welsh,0,0,,,,,0,1,0,0,0,1,0
Jeff Welsing,0,0,,,,,0,1,0,0,0,1,0
Li Kai Wen,"5' 9""", 145 lbs,,China,27,,2,2,0,0,3,2,0
Liu Jin Wen,0,0,,,,,0,0,0,1,0,1,0
Jia Wen Ma,"5' 8""", 145 lbs,,China,26,,1,2,0,0,1,2,0
Pan Wen Shi,0,0,,Taiwan,,,0,0,0,1,0,1,0
A.J. Wenn,0,0,,,,,0,0,0,0,0,1,0
Linn Wennergren,0,0,,,,,0,0,0,0,0,3,0
Eric Wenzel,0,0,,,,,0,1,0,0,0,1,0
Kelly Wenzel,0,0,,,,,0,1,0,0,0,1,0
Fabricio Werdum,"6' 4""", 241 lbs,,Brazil,45,Orthodox,6,3,12,0,24,9,1
Paul Weremecki,0,0,,,,,0,1,0,0,0,1,0
Juliana Werner,0,0,,,6/10/198,,4,3,0,2,7,5,0
Nils Wernersbach,0,0,,,,,0,2,0,0,0,2,0
Pete Werve,0,0,,,,,0,2,0,1,0,3,0
Shane Wescombe,0,0,,,,,0,0,0,0,0,1,0
David Wesley,0,0,,,,,0,1,0,0,0,1,0
Jonathan Weslley de Alexandre,0,0,,Brazil,20,,0,1,0,0,0,1,0
Mike Wessel,0,0,,USA,12/2/197,Orthodox,2,6,0,0,4,6,0
Norman Wessels,0,0,,,,,0,1,1,0,1,1,0
Bryant West,0,0,,,,,0,1,0,0,0,1,0
Charlie West,0,0,,,,,0,0,0,0,0,1,0
Corinna West,0,0,,,,,0,0,0,1,0,1,0
Danielle West,0,0,,,,,0,2,1,0,2,3,1
dustin west,0,0,,,,,1,0,0,1,1,1,0
Dustin West,0,0,,,,,0,0,0,1,0,1,0
Ronnie West,0,0,,,,,0,0,0,1,0,1,0
Shawn West,"5' 11""", 145 lbs,,USA,33,,10,1,4,10,14,12,0
Michael Westbrook,0,0,,,,,0,1,0,0,0,1,0
Sean Westbrook,0,0,,,,,0,1,0,1,0,2,0
Sheldon Westcott,0,0,,Canada,8/20/198,Southpaw,4,1,4,0,10,3,1
Todd Westcott,0,0,,,,,0,1,0,0,0,1,0
Jonathan Wester,0,0,,,,,1,0,1,1,2,1,0
Wally Wester,0,0,Mixed Martial Artist,Aruba,,,0,1,0,0,0,1,0
Chance Western,0,0,,,,,0,1,0,0,0,1,0
Jimmy Westfall,0,0,,,,,0,2,0,2,0,5,0
Jonatan Westin,0,0,,,5/20/199,,5,3,4,0,10,4,0
Adam Westlund,"6' 2""", 170 lbs,,Sweden,,,0,0,0,0,0,1,0
Ben Westmoreland,0,0,,,10/23/199,,0,1,0,0,0,1,0
Josh Weston,"5' 8""", 170 lbs,,USA,41,,2,5,0,2,8,11,0
Gary Westphal,0,0,,,,,0,1,0,0,0,1,0
Chris Westwood,0,0,,,,,0,0,0,1,0,1,0
Aaron Wetherspoon,0,0,,,,,1,2,0,1,1,4,0
Ronald Wetselline,0,0,,USA,12/29/197,,0,0,0,1,0,1,0
Justin Wetzell,"5' 9""", 135 lbs,,USA,31,,3,1,0,0,7,2,0
Chance Whalen,0,0,,,,,0,0,0,1,0,1,0
Dan Whalen,0,0,,,,,0,0,0,1,0,1,0
Michael Whaley,0,0,,USA,5/20/198,,0,0,0,2,0,2,0
Jordan Wheater,"5' 9""", 135 lbs,,England,26,,0,1,0,0,0,1,0
Chris Wheaton,0,0,,,,,0,0,0,1,0,1,0
Brad Wheeler,"6' 0""", 175 lbs,,,32,,5,4,11,1,18,13,0
Coty Wheeler,0,0,,,,Orthodox,0,2,1,0,1,4,0
Lenny Wheeler,0,0,,,12/18/198,,6,2,3,3,9,5,0
Nui Wheeler,0,0,,,,,0,0,0,1,0,1,0
Sidney Wheeler,0,0,,USA,,,1,2,0,2,1,4,0
Timothy Wheeler,0,0,,,,,0,1,0,1,0,2,0
William Wheeler,0,0,,,,,0,0,0,1,0,1,0
Nathan Wheelock,0,0,,,,,0,1,0,0,0,1,0
James Whiston,0,0,,,,,0,1,0,0,0,1,0
Bryant Whitaker,0,0,,USA,11/14/199,,0,0,0,2,1,2,0
Ahmed White,0,0,,,,,0,1,0,0,0,1,0
Alex White,"6' 0""", 155 lbs,Striker,USA,34,Southpaw,5,1,5,1,13,6,0
Anthony White,0,0,,,,,0,1,0,1,0,2,0
Brian White,0,0,,,,,0,2,0,1,0,3,0
Christopher White,0,0,,USA,,,0,0,0,1,0,1,0
Craig White,"6' 2""", 185 lbs,,England,32,Orthodox,5,3,9,6,14,12,0
Danny White,0,0,,,,,0,1,1,1,1,2,1
David White,0,0,,USA,5/4/198,,0,2,0,0,0,2,0
James White,0,0,,,,,0,0,0,1,0,1,0
Jay White,0,0,,,,,0,2,0,2,0,4,0
Jay White,0,0,Mixed Martial Artist,,,,0,1,0,0,0,1,0
John White,0,0,,USA,4/23/199,,0,0,0,0,1,0,0
Jovan White,0,0,,,4/17/198,,0,0,0,1,0,1,0
Mitch White,0,0,,,,,0,0,0,0,0,1,0
Patrick White,0,0,,,,,0,0,0,1,0,1,0
Patrik White,"6' 0""", 155 lbs,,USA,29,Orthodox,9,2,0,0,9,2,0
Paul White,0,0,,,,,0,0,0,1,0,1,0
Priscilla White,0,0,,,,,0,1,0,0,0,2,0
Richard White,0,0,,,3/3/198,,0,3,0,7,0,10,0
Ron White,0,0,,,,,0,1,0,1,0,2,0
Royce White,"6' 8""", 253 lbs,,USA,31,,0,0,0,0,0,1,0
Ryan White,0,0,,,,,0,2,0,2,0,4,0
Sheldon White,0,0,,,,,0,1,0,0,0,1,0
Steve White,0,0,,,,,0,0,0,1,0,1,0
Summer White,0,0,,,,,0,1,0,0,0,1,0
Tyus White,"5' 9""", 125 lbs,,USA,25,,0,0,0,0,0,2,0
Vernon White,0,0,,,12/3/197,Southpaw,0,1,0,3,2,9,1
Woody White,0,0,,,,,0,1,0,0,0,1,0
Zac White,0,0,,,,,0,0,0,2,0,2,0
Nigel Whitear,0,0,,,,,0,2,0,1,0,3,0
Robert Whiteford,"5' 9""", 145 lbs,,Scotland,39,Southpaw,7,2,2,1,16,5,0
Jahmar Whitehead,"5' 7""", 135 lbs,,USA,,,1,0,0,0,1,0,0
Mike Whitehead,0,0,,USA,6/29/198,Orthodox,1,4,0,0,5,7,0
Willie Whitehead,0,0,,,5/30/199,,1,3,1,0,2,3,0
Garett Whiteley,0,0,,,,Orthodox,4,1,3,0,7,3,0
Ryan Whitemountain,0,0,,USA,32,,0,1,0,0,0,1,0
Mitch Whitesel,0,0,,,7/12/198,,0,4,1,4,1,12,0
Steve Whitey,0,0,,,,,0,1,0,0,0,1,0
Charles Jacob Whitfield,0,0,,,,,0,0,1,0,1,0,0
James Whitfield,0,0,,,,,0,1,0,0,0,1,0
Theodore Whitfield,0,0,,,,,0,1,0,0,0,1,0
Jay Whitford,0,0,,,,,0,1,0,0,0,1,0
Lyndon Whitlock,0,0,,,,,0,2,1,1,1,3,0
Rob Whitlock,0,0,,,,,0,0,0,1,0,1,0
Emily Whitmire,"5' 5""", 125 lbs,,USA,31,Orthodox,0,0,1,5,4,5,0
Rhys Whitmore,0,0,,,,,0,0,0,1,0,1,0
Andrew Whitney,"5' 7""", 145 lbs,,USA,38,,5,1,5,3,14,8,0
Joel Whitney,0,0,,,,,0,0,0,0,0,1,0
Richie Whitson,0,0,,,,,0,0,0,1,2,2,0
Joey Whitt,0,0,,,,,0,1,0,0,0,1,0
Robert Whittaker,"6' 0""", 186 lbs,Striker,Australia,32,Orthodox,10,2,5,1,25,6,0
Jeremy Whittingham,0,0,,,,,0,0,0,0,0,1,0
Sha Whittington,0,0,,USA,9/22/198,,0,1,0,0,0,1,0
Blaine Whitworth,0,0,,,,,0,0,0,1,0,1,0
Josh Wick,"5' 9""", 156 lbs,,USA,28,Switch,3,1,7,0,12,6,0
Mike Wick,0,0,,,,,0,0,0,1,0,1,0
Ben Wicks,0,0,,,,,0,0,0,1,0,1,0
Bill Widler,0,0,,,,,6,5,0,2,8,7,0
Curtis Widmer,0,0,,,,,0,1,0,0,0,1,0
Alex Wiebe,0,0,,,,,0,0,1,0,1,0,0
Brian Wieber,0,0,,,,,0,1,0,0,0,1,0
Adam Wieczorek,0,0,,Poland,2/5/199,Orthodox,3,0,6,0,10,2,0
Jakub Wieczorek,0,0,,Poland,,,0,1,0,0,0,1,0
Lee Wieczorek,0,0,,,,,0,0,0,0,0,1,0
Pawel Wielgus,0,0,,Poland,,,0,0,0,1,0,1,0
A.J. Wieman,0,0,,,,,0,0,0,1,0,1,0
Justin Wieman,0,0,,,,,0,1,0,1,0,2,0
Niels Wienboeker,0,0,,,,,0,1,0,0,0,1,0
Michal Wiencek,0,0,,Poland,9/13/199,,0,0,0,1,0,1,0
Orlando Wiet,0,0,,,,Southpaw,1,1,0,0,1,1,0
Jonathan Wiezorek,0,0,,,,Southpaw,1,1,1,1,2,2,0
Chad Wiggington,0,0,,,4/15/199,,0,0,0,0,0,1,0
Andrew Wiggins,0,0,,,,,0,1,0,0,0,1,0
Dillin Wiggins,0,0,,,,,0,1,0,0,0,1,0
Jordan Wiggins,0,0,,,,,0,2,0,0,0,2,0
John Wigglesworth,0,0,,,,,0,1,0,0,0,1,0
Alex Wiggs,0,0,,USA,7/8/199,,0,1,0,0,1,2,0
Gunawan Wijaya,0,0,,,,,0,0,0,1,0,1,0
Ilona Wijmans,0,0,,,,,0,1,0,0,0,1,0
Greg Wikan,0,0,,,,,0,2,0,3,0,6,0
Matt Wikoff,0,0,,,,,0,0,0,1,0,1,0
Jakub Wikłacz,"5' 9""", 135 lbs,,Poland,26,,0,2,9,1,14,3,1
Robert Wilbanks,0,0,,,,,0,0,0,1,0,1,0
Martin Wilby,0,0,,,,,0,2,0,1,0,3,0
Claude Wilcox,"5' 11""", 185 lbs,,USA,28,,0,2,0,0,0,2,0
Justin Wilcox,0,0,,,,Orthodox,2,4,2,2,14,7,0
Michael Wilcox,0,0,Wrestling,,,,0,1,0,1,1,2,0
Tyler Wilcox,0,0,,,,,0,0,0,1,0,1,0
Jason Wild,0,0,,,,,1,0,0,0,2,0,0
Tim Wilde,"5' 11""", 155 lbs,,England,35,,6,2,1,2,15,4,1
Bill Wilder,0,0,,,,,0,1,0,0,0,1,0
Rachel Wiley,0,0,,,,,0,1,0,0,0,1,0
Stephen Wilhite,"5' 8""", 170 lbs,,USA,,,0,0,0,0,0,0,0
Joe Wilk,0,0,,,4/12/198,,2,7,15,4,18,11,0
Cole Wilken,0,0,,,,,0,0,0,1,0,1,0
Jose Wilker Da Silva,0,0,,Brazil,6/22/198,,0,0,0,1,0,1,0
Craig Wilkerson,0,0,,USA,,,0,0,0,1,1,3,0
Derek Wilkerson,0,0,,,,,0,0,0,0,0,1,0
James Wilkie,0,0,,,,,0,1,0,0,0,1,0
Jake Wilkins,0,0,,USA,,,1,0,0,0,1,0,0
Keyon Wilkins,"5' 7""", 145 lbs,,USA,32,,0,1,0,0,0,1,0
Mike Wilkins,0,0,,,,,0,0,0,1,1,1,0
Aaron Wilkinson,0,0,,,,,2,2,7,4,11,7,0
Alex Wilkinson,0,0,,,,,0,0,0,1,0,1,0
Mike Wilkinson,0,0,,England,9/15/198,Orthodox,3,1,4,1,9,3,0
Robert Wilkinson,"6' 3""", 205 lbs,,Australia,30,Orthodox,9,2,7,0,17,2,0
Dallas Wilkinson-Reed,0,0,,,,,0,1,0,0,0,1,0
Chris Willems,0,0,,,,,0,0,1,1,1,1,0
Jason Willett,0,0,,,,,0,0,0,0,0,1,0
Travis Willey,0,0,,,,,0,1,0,0,0,1,0
Izzy William,"5' 8""", 155 lbs,,USA,35,,3,1,1,1,4,4,0
A.J. Williams,0,0,,,,,1,0,0,0,1,1,0
Aaron Williams,"5' 9""", 135 lbs,,USA,,,0,6,1,1,3,9,0
Alec Williams,0,0,,,,,0,2,0,0,0,2,0
Allen Williams,0,0,,,,,0,1,0,0,0,1,0
Antwan Williams,0,0,,,,,0,1,1,2,1,4,0
Ash Williams,0,0,,,,,0,0,0,1,0,1,0
Bilal Williams,0,0,,USA,,,5,1,2,3,9,6,0
Billy Dee Williams,0,0,,,,,0,1,0,0,0,2,0
Caleb Williams,0,0,,,2/1/199,,0,0,0,1,0,2,0
Carter Williams,0,0,,,,Orthodox,0,2,0,1,0,3,0
Castle Williams,"5' 8""", 144 lbs,,USA,,,0,1,0,1,0,2,0
Chad Williams,0,0,,USA,7/28/198,,0,0,0,0,0,1,0
Channin Williams,0,0,,,,,0,1,0,0,0,2,0
Charles Williams,0,0,,,,,0,1,0,0,0,3,0
Charlie Williams,0,0,,,,,0,0,0,1,0,1,0
Clinton Williams,"5' 10""", 204 lbs,,USA,38,,3,2,3,1,9,6,0
Cody Williams,0,0,,,8/13/198,,4,4,5,2,10,7,0
Cole Williams,"6' 0""", 175 lbs,,USA,39,Orthodox,4,0,4,3,11,3,0
Cordell Williams,0,0,,,,,0,2,0,0,0,2,0
D.R. Williams,0,0,,,,,0,1,0,1,0,2,0
Danial Williams,"5' 6""", 125 lbs,,Australia,29,,5,1,0,0,6,2,0
Danyelle Williams,"6' 2""", 231 lbs,,USA,41,,1,1,0,1,1,4,0
David Williams,0,0,,,,,0,0,0,1,0,1,0
Dean Williams,0,0,,,,,0,0,0,1,0,1,0
Declan Williams,0,0,,England,8/10/198,,0,0,0,4,0,4,1
Derrick Williams,0,0,,,,,0,1,0,3,0,4,0
Donald Williams,0,0,,,2/12/198,,0,0,0,2,0,2,0
Doug Williams,0,0,,,,,0,2,0,3,0,5,0
Edwin Williams,"5' 6""", 135 lbs,Mixed Martial Artist,,41,,0,2,0,1,0,3,0
Emilio Williams,"6' 1""", 170 lbs,,USA,31,,5,3,0,1,5,4,0
Eric Williams,0,0,,,,,0,0,0,0,0,1,0
Gareth Williams,0,0,,,,,0,0,0,1,0,2,0
Halston Williams,"6' 2""", 205 lbs,,USA,33,,0,1,0,0,0,1,0
Ian Williams,0,0,,,,,0,3,0,1,1,5,0
Ian Williams,0,0,,Wales,,,0,1,0,0,0,1,0
Jacob Bradley Williams,"6' 4""", 251 lbs,,USA,37,,0,1,0,0,0,1,0
James Williams,0,0,,Wales,,,0,0,0,0,0,1,0
Jaquis Williams,"6' 4""", 205 lbs,,USA,31,,0,1,0,2,0,7,0
Jared Williams,0,0,,,,,0,1,0,0,0,1,0
Jason Williams,0,0,,USA,,,0,0,0,2,0,2,0
Jeremy Williams,0,0,,,,,0,0,1,0,2,0,0
Jesse Williams,0,0,,,,,0,0,0,1,0,1,0
Joe Williams,0,0,,,,,1,0,0,1,3,2,0
Jon Williams,0,0,,,,,0,2,0,0,0,2,0
Jonah Williams,0,0,,USA,,,0,1,0,0,0,1,0
Josh Williams,0,0,,,,,0,1,1,1,1,2,0
Joshua Williams,0,0,,,,,0,1,2,0,2,1,0
Julien Williams,0,0,,USA,10/6/198,,0,0,0,0,1,0,0
Kaffain Williams,0,0,,,,,0,0,0,1,0,1,0
Karl Williams,"6' 3""", 233 lbs,,Virgin Islands,33,Orthodox,3,0,0,1,7,1,0
Kendrik Williams,0,0,,USA,6/28/198,,0,1,0,0,0,1,0
Kenneth Williams,0,0,,,,,0,0,0,2,0,2,0
Khaos Williams,"6' 0""", 170 lbs,Striker,USA,28,Orthodox,7,0,1,0,13,3,0
Kristina Williams,"5' 4""", 125 lbs,,USA,33,,1,1,1,1,6,4,0
Kyle Williams,0,0,,,,,0,0,0,1,0,1,0
Lateef Williams,0,0,,,,,0,1,0,0,0,1,0
Linsey Williams,0,0,,,1/5/199,,1,1,0,2,1,3,0
Malik Williams,0,0,,,,,0,1,0,0,0,1,0
Marcus Williams,0,0,,,,,0,1,0,0,0,1,0
Matt Williams,0,0,,,,,0,0,0,1,0,2,0
Mike Williams,0,0,,,,,0,0,0,1,0,1,0
Moe Williams,0,0,,USA,,,0,1,0,0,0,1,0
Nate Williams,"5' 1""", 125 lbs,,USA,34,,0,3,0,4,1,10,0
Nathan Williams,"5' 11""", 155 lbs,,USA,35,,1,3,5,3,13,9,0
Owain Williams,0,0,,Wales,,,0,0,0,0,0,1,0
Patrick Williams,0,0,,USA,9/7/198,Orthodox,4,3,3,1,8,6,0
Pete Williams,0,0,,,,Orthodox,1,2,2,1,3,5,0
Raheem Williams,0,0,,,,,0,0,0,1,0,1,0
Richard Williams,0,0,,,,,1,1,4,1,5,2,0
Rocci Williams,0,0,,,,,0,0,0,2,0,2,0
Ronnie Williams,0,0,,,,,0,1,0,0,0,1,0
Rubin Williams,0,0,,,,Orthodox,0,0,0,1,0,1,0
Ryan Williams,0,0,,,,,0,1,0,3,2,5,0
Sadee Williams,0,0,,,,,0,0,0,1,0,1,0
Savalas Williams,0,0,,,,,0,1,0,0,0,1,0
Sean Williams,0,0,,,,,0,0,1,0,1,1,0
Selah Williams,0,0,,,,,1,1,0,0,1,1,0
Stephen Williams,0,0,,,,,0,0,0,0,0,1,0
Tedd Williams,0,0,,,,Orthodox,1,0,0,0,1,1,0
Tim Williams,0,0,,USA,7/3/198,Orthodox,2,4,9,1,15,5,0
Timothy Williams,0,0,,,,,0,2,0,0,0,2,0
Tony Williams,0,0,,,,,0,0,0,1,0,2,0
Travis Williams,"6' 0""", 170 lbs,,USA,,,0,1,0,0,0,1,0
Trejohn Williams,0,0,,,,,0,0,0,1,0,1,0
Trey Williams,"6' 2""", 185 lbs,,USA,31,,2,1,3,0,6,3,0
Turner Williams,"6' 4""", 170 lbs,,USA,,,0,0,0,1,0,1,0
Justin Williams-Hugo,0,0,,USA,3/31/199,,0,0,0,1,0,2,0
Chris Williamson,0,0,,,,,0,0,0,1,0,1,0
Craig Williamson,0,0,,,,,0,0,0,1,0,1,0
Jamiah Williamson,0,0,,,,,1,2,0,2,1,4,0
Jason Williamson,0,0,,,,,0,0,1,0,1,0,0
Jon Williamson,0,0,,,,,0,0,0,1,0,1,0
Matt Williamson,0,0,,,,,0,1,0,0,0,1,0
Marcelo Willian,0,0,,Brazil,,,0,0,0,1,0,1,0
Jeff Willingham,0,0,,,,,0,2,0,4,0,6,0
Kola Willingham,0,0,,,,,0,1,0,0,0,1,0
Todd Willingham,0,0,,,,,0,1,0,1,0,3,0
David Willinton,0,0,,,,,0,1,0,0,0,1,0
Chuka Willis,"5' 11""", 155 lbs,,Nigeria,29,,1,1,1,1,4,6,0
Jaleel Willis,"5' 11""", 170 lbs,,USA,30,,5,1,0,2,16,4,0
Jules Willis,0,0,,,,,0,0,0,1,0,1,0
Justin Willis,"6' 1""", 265 lbs,"Wrestling, Striker",USA,35,Southpaw,4,1,0,0,8,2,0
Karl Willis,0,0,,,,,0,0,0,1,0,1,0
Ramon Willis,0,0,,USA,1/18/199,,0,0,0,0,0,1,0
Ricky Willis,0,0,,,,,0,0,0,1,0,1,0
Tim Willis,0,0,,,,,0,1,0,0,0,1,0
Tracy Willis,0,0,,,,,0,2,0,5,0,7,0
Mike Willus,0,0,,,,,0,0,0,2,0,2,0
Willy Willy,0,0,,Indonesia,,,0,0,1,0,1,0,0
Jake Willyard,"6' 1""", 155 lbs,,USA,,,0,1,0,0,0,1,0
Nikk Willyard,"5' 11""", 170 lbs,,USA,26,,0,1,0,0,0,1,0
Sean Wilmot,0,0,,,,,0,0,0,1,0,1,0
Jason Wilnis,0,0,,,,,0,1,0,0,0,1,0
Aaron Wilson,0,0,,New Zealand,,,0,0,0,1,0,1,0
Abe Wilson,0,0,,,,,0,0,1,0,1,1,0
Adam Wilson,"5' 11""", 145 lbs,,England,,,0,0,1,1,1,1,0
Allan Wilson,0,0,,Canada,5/23/198,,0,1,0,0,0,1,0
Angela Wilson,0,0,,,,,0,1,0,0,0,1,0
Austin Wilson,0,0,,,,,0,1,0,0,0,1,0
Austin Wilson,0,0,,,3/13/199,,0,0,0,1,0,1,0
Brandon Wilson,0,0,,,,,0,0,0,1,0,1,0
Brian Wilson,0,0,,,,,0,0,0,0,0,1,0
Chancey Wilson,"5' 2""", 125 lbs,Freestyle,USA,,,0,1,0,2,0,3,0
Charles Wilson,0,0,,,,,0,0,0,1,0,2,0
Chris Wilson,0,0,,,,Orthodox,2,1,0,1,4,7,0
Cody Wilson,0,0,,USA,1/20/198,,3,2,3,0,9,5,0
Dahlen Wilson,0,0,Striker,,,,0,1,0,0,0,2,0
Damon Wilson,"5' 9""", 145 lbs,,USA,29,,4,1,0,0,5,1,0
Daryl Wilson,"6' 1""", 155 lbs,,USA,30,,3,1,1,0,5,3,0
Dave Wilson,0,0,,England,,,0,2,0,0,0,2,0
Demetrius Wilson,0,0,,,,,0,0,0,1,0,2,0
Derek Wilson,0,0,,USA,34,,0,0,0,0,0,2,0
Devon Wilson,0,0,,,,,0,0,0,1,0,1,0
Diego Wilson,0,0,,,,,0,2,1,0,1,3,0
Duncan Wilson,0,0,,,,,0,0,0,1,0,1,0
Dymitrius Wilson,0,0,,,,,0,1,0,2,0,3,0
Enoch Wilson,0,0,,,,,0,1,1,1,1,4,0
Eric Wilson,0,0,,Canada,,,0,0,0,0,1,3,0
J.J. Wilson,0,0,,,,,0,1,0,0,0,1,0
James Wilson,0,0,,,,,2,0,0,0,3,2,0
James Wilson,"5' 9""", 155 lbs,,USA,29,,2,0,1,0,4,2,0
Jay Wilson,0,0,,,,,0,1,0,0,0,1,0
Jay Jay Wilson,"5' 11""", 156 lbs,,New Zealand,25,,3,0,4,0,9,1,0
Jonathan Wilson,"6' 1""", 205 lbs,,USA,35,Southpaw,6,1,1,1,9,4,0
Jose Wilson,0,0,,Brazil,,,0,0,0,1,0,1,0
Keith Wilson,0,0,,,,,0,1,0,0,1,2,0
Kleber Wilson,0,0,,,,,0,0,0,1,0,1,0
Leonard Wilson,0,0,,,,,0,0,0,2,0,2,0
Liron Wilson,0,0,,,12/27/197,,1,3,0,1,1,4,0
Mark Lee Wilson,0,0,,,,,0,0,0,1,0,1,0
Matt Wilson,0,0,,,,,0,0,0,1,0,1,0
Maurice Wilson,0,0,,,,,0,0,1,0,1,1,0
Mike Wilson,0,0,,,,,0,0,0,1,0,1,0
Peter Wilson,0,0,,,,,0,1,0,2,0,3,0
Ramir Wilson,0,0,,USA,11/26/198,,0,0,0,0,1,0,0
Regan Wilson,0,0,,,,,0,2,0,0,0,2,0
Rich Wilson,0,0,,,,,0,0,0,1,0,1,0
Richard Wilson,0,0,,,,,0,0,0,1,0,1,0
Robert Wilson,"6' 0""", 145 lbs,,Brazil,27,,0,0,0,0,0,1,0
Russell Wilson,0,0,,,,,0,1,0,0,0,2,0
