,Fighter,Height,Weight(lbs),Style(op),Country,Age,Stance,Reach,WT_class,Date,Opponent,Res.,Decision,Rnd,Time,Event,W,L,D,Oppo_Style(op),Oppo_Country,Oppo_Age,Oppo_Stance,Oppo_Reach,Oppo_WT_class,BMI,Win_Percentage,Day,Month,Year,Oppo_W,Oppo_L,Oppo_D,Oppo_Win_Percentage
7324,Kaitlin Young,69,155,Judo,USA,37,Orthodox,69,Women's Lightweight,2012-04-28,Leslie Smith,D,Decision - Split (Draw),3,05:00,Invicta FC 1: Coenen vs. Ruyssen,7,5,0,Striker,USA,40,Orthodox,66,Women's Bantamweight,22.886998529720646,58.333333333333336,28,4,2012,3,2,0,60.0
7334,Kaitlin Young,69,155,Judo,USA,37,Orthodox,69,Women's Lightweight,2007-11-24,Miesha Tate,W,KO (Head Kick),1,00:30,HOOKnSHOOT: Bodog Fight Women's Tournament,2,0,0,Mixed Martial Artist,USA,36,Orthodox,65,Women's Bantamweight,22.886998529720646,100.0,24,11,2007,1,0,0,100.0
7346,Kamaru Usman,72,170,Striker,Nigeria,35,Switch,76,Welterweight,2022-08-20,Leon Edwards,L,KO/TKO,5,04:04,UFC 278: Usman vs. Edwards 2,20,1,0,Striker,England,31,Southpaw,74,Welterweight,23.053626543209877,95.23809523809523,20,8,2022,19,3,1,82.6086956521739
7352,Kamaru Usman,72,170,Striker,Nigeria,35,Switch,76,Welterweight,2019-03-02,Tyron Woodley,W,Decision - Unanimous,5,05:00,UFC 235: Jones vs. Smith,14,1,0,Wrestling,USA,40,Orthodox,74,Welterweight,23.053626543209877,93.33333333333333,2,3,2019,19,3,1,82.6086956521739
7353,Kamaru Usman,72,170,Striker,Nigeria,35,Switch,76,Welterweight,2018-11-30,Rafael Dos Anjos,W,Decision - Unanimous,5,05:00,The Ultimate Fighter 28 Finale,13,1,0,Striker,Brazil,38,Southpaw,70,Welterweight,23.053626543209877,92.85714285714286,30,11,2018,28,10,0,73.68421052631578
7357,Kamaru Usman,72,170,Striker,Nigeria,35,Switch,76,Welterweight,2017-04-08,Sean Strickland,W,Decision - Unanimous,3,05:00,UFC 210: Cormier vs. Johnson 2,9,1,0,Striker,USA,31,Orthodox,76,Middleweight,23.053626543209877,90.0,8,4,2017,18,1,0,94.73684210526315
7360,Kamaru Usman,72,170,Striker,Nigeria,35,Switch,76,Welterweight,2015-12-19,Leon Edwards,W,Decision - Unanimous,3,05:00,UFC on Fox: Dos Anjos vs. Cerrone 2,6,1,0,Striker,England,31,Southpaw,74,Welterweight,23.053626543209877,85.71428571428571,19,12,2015,10,2,0,83.33333333333334
7368,Karl Roberson,73,203,Striker,USA,32,Southpaw,74,Middleweight,2022-07-09,Kennedy Nzechukwu,L,KO/TKO,3,02:19,UFC Fight Night: Dos Anjos vs. Fiziev,9,5,0,Striker,Nigeria,30,Southpaw,83,Light Heavyweight,26.779696003002442,64.28571428571429,9,7,2022,9,3,0,75.0
7369,Karl Roberson,73,203,Striker,USA,32,Southpaw,74,Middleweight,2022-03-12,Khalil Rountree Jr.,L,KO/TKO,2,00:25,UFC Fight Night: Santos vs. Ankalaev,9,4,0,"Striker, Freestyle",USA,32,Southpaw,76,Light Heavyweight,26.779696003002442,69.23076923076923,12,3,2022,10,5,1,62.5
7372,Karl Roberson,73,203,Striker,USA,32,Southpaw,74,Middleweight,2019-11-09,Roman Kopylov,W,Submission,3,04:01,UFC Fight Night: Zabit vs. Kattar,8,2,0,Mixed Martial Artist,Russia,31,Southpaw,75,Middleweight,26.779696003002442,80.0,9,11,2019,8,0,0,100.0
7383,Karol Rosa,65,135,Muay Thai,Brazil,28,Orthodox,67,Women's Bantamweight,2022-10-22,Lina Lansberg,W,Decision - Majority,3,05:00,UFC 280: Oliveira vs. Makhachev,15,4,0,Striker,Sweden,40,Orthodox,65,Women's Bantamweight,22.46272189349112,78.94736842105263,22,10,2022,10,6,0,62.5
7384,Karol Rosa,65,135,Muay Thai,Brazil,28,Orthodox,67,Women's Bantamweight,2022-03-26,Sara McMann,L,Decision - Unanimous,3,05:00,UFC Fight Night: Blaydes vs. Daukaus,15,3,0,Wrestling,USA,42,Orthodox,66,Women's Bantamweight,22.46272189349112,83.33333333333334,26,3,2022,12,6,0,66.66666666666666
7391,Karol Rosa,65,135,Muay Thai,Brazil,28,Orthodox,67,Women's Bantamweight,2018-09-29,Melissa Gatto,L,Submission (Kimura),1,04:19,NC: Nacao Cyborg 3,9,2,0,Mixed Martial Artist,Brazil,26,Orthodox,69,Women's Bantamweight,22.46272189349112,81.81818181818183,29,9,2018,5,0,2,71.42857142857143
7393,Karol Rosa,65,135,Muay Thai,Brazil,28,Orthodox,67,Women's Bantamweight,2018-03-24,Larissa Pacheco,L,Submission (Guillotine),2,02:59,WOCS 49: Watch Out Combat Show 49,8,1,0,Judo,Brazil,28,Orthodox,69,Women's Lightweight,22.46272189349112,88.88888888888889,24,3,2018,10,2,0,83.33333333333334
7403,Karolina Kowalkiewicz,63,115,Striker,Poland,37,Orthodox,64,Women's Strawweight,2022-11-12,Silvana Gomez Juarez,W,Decision - Unanimous,3,05:00,UFC 281: Adesanya vs. Pereira,13,7,0,Striker,Argentina,38,Orthodox,65,Women's Strawweight,20.369110607205844,65.0,12,11,2022,11,4,0,73.33333333333333
7418,Karolina Kowalkiewicz,63,115,Striker,Poland,37,Orthodox,64,Women's Strawweight,2014-11-01,Mizuki Inoue,W,Decision - Split,3,05:00,Invicta FC 9: Honchak vs. Hashi,5,0,0,Striker,Japan,28,Orthodox,65,Women's Flyweight,20.369110607205844,100.0,1,11,2014,8,2,0,80.0
7426,Karolina Wojcik,62,115,Muay Thai,Poland,28,Orthodox,62,Women's Strawweight,2022-08-09,Sandra Lavado,W,Decision - Unanimous,3,05:00,"Dana White's Contender Series: Season 6, Week 3",8,2,0,Mixed Martial Artist,Peru,28,Orthodox,66,Women's Strawweight,21.031477627471386,80.0,9,8,2022,10,2,0,83.33333333333334
7437,Katlyn Chookagian,69,127,Boxing,USA,34,Orthodox,68,Women's Flyweight,2022-10-22,Manon Fiorot,L,Decision - Unanimous,3,05:00,UFC 280: Oliveira vs. Makhachev,18,4,0,Boxing,France,32,Orthodox,65,Women's Flyweight,18.752572988867886,81.81818181818183,22,10,2022,9,1,0,90.0
7444,Katlyn Chookagian,69,127,Boxing,USA,34,Orthodox,68,Women's Flyweight,2020-02-08,Valentina Shevchenko,L,KO/TKO,3,01:03,UFC 247: Jones vs. Reyes,13,2,0,Muay Thai,Kyrgyzstan,34,Southpaw,66,Women's Flyweight,18.752572988867886,86.66666666666667,8,2,2020,18,3,0,85.71428571428571
7449,Katlyn Chookagian,69,127,Boxing,USA,34,Orthodox,68,Women's Flyweight,2018-01-27,Mara Romero Borella,W,Decision - Unanimous,3,05:00,UFC Fight Night: Jacare vs. Brunson 2,9,1,0,Striker,Italy,36,Orthodox,69,Women's Flyweight,18.752572988867886,90.0,27,1,2018,11,4,2,64.70588235294117
7451,Katlyn Chookagian,69,127,Boxing,USA,34,Orthodox,68,Women's Flyweight,2016-11-12,Liz Carmouche,L,Decision - Split,3,05:00,UFC 205: Alvarez vs. McGregor,8,0,0,Striker,USA,38,Orthodox,66,Women's Flyweight,18.752572988867886,100.0,12,11,2016,10,5,0,66.66666666666666
7452,Katlyn Chookagian,69,127,Boxing,USA,34,Orthodox,68,Women's Flyweight,2016-07-13,Lauren Murphy,W,Decision - Unanimous,3,05:00,UFC Fight Night: McDonald vs. Lineker,7,0,0,Mixed Martial Artist,USA,39,Orthodox,67,Women's Flyweight,18.752572988867886,100.0,13,7,2016,9,2,0,81.81818181818183
7455,Katlyn Chookagian,69,127,Boxing,USA,34,Orthodox,68,Women's Flyweight,2015-10-31,Sijara Eubanks,W,Decision - Unanimous,3,05:00,CFFC 52: Horcher vs. Regman,4,0,0,Striker,USA,37,Orthodox,67,Women's Bantamweight,18.752572988867886,100.0,31,10,2015,1,0,0,100.0
7460,Kay Hansen,62,118,Striker,USA,23,Orthodox,63,Women's Strawweight,2022-04-09,Piera Rodriguez,L,Decision - Unanimous,3,05:00,UFC 273: Volkanovski vs. The Korean Zombie,7,5,0,Striker,Venezuela,30,Orthodox,63,Women's Strawweight,21.580124869927158,58.333333333333336,9,4,2022,7,0,0,100.0
7473,Keita Nakamura,71,170,Striker,Japan,38,Southpaw,73,Welterweight,2019-12-28,Lorenz Larkin,L,Decision - Unanimous,3,05:00,Bellator 237: Fedor vs. Rampage,35,10,3,Striker,USA,36,Orthodox,72,Welterweight,23.70759769886927,72.91666666666666,28,12,2019,21,7,1,72.41379310344827
7482,Keita Nakamura,71,170,Striker,Japan,38,Southpaw,73,Welterweight,2015-09-26,Li Jingliang,W,Submission,3,02:17,UFC Fight Night: Barnett vs. Nelson,30,6,3,Striker,China,34,Orthodox,71,Welterweight,23.70759769886927,76.92307692307693,26,9,2015,10,3,0,76.92307692307693
7523,Kelvin Gastelum,69,186,Striker,USA,31,Southpaw,71,Middleweight,2021-04-17,Robert Whittaker,L,Decision - Unanimous,5,05:00,UFC Fight Night: Whittaker vs. Gastelum,17,6,1,Striker,Australia,32,Orthodox,73,Middleweight,27.464398235664778,70.83333333333334,17,4,2021,23,5,0,82.14285714285714
7534,Kelvin Gastelum,69,186,Striker,USA,31,Southpaw,71,Middleweight,2015-11-21,Neil Magny,L,Decision - Split,5,05:00,UFC Fight Night: Magny vs. Gastelum,12,1,0,Striker,USA,35,Orthodox,80,Welterweight,27.464398235664778,92.3076923076923,21,11,2015,16,5,0,76.19047619047619
7536,Kelvin Gastelum,69,186,Striker,USA,31,Southpaw,71,Middleweight,2015-01-31,Tyron Woodley,L,Decision - Split,3,05:00,UFC 183: Silva vs. Diaz,11,0,0,Wrestling,USA,40,Orthodox,74,Welterweight,27.464398235664778,100.0,31,1,2015,14,3,0,82.35294117647058
7541,Kelvin Gastelum,69,186,Striker,USA,31,Southpaw,71,Middleweight,2013-04-13,Uriah Hall,W,Decision - Split,3,05:00,The Ultimate Fighter 17 Finale,6,0,0,Striker,Jamaica,38,Orthodox,79,Middleweight,27.464398235664778,100.0,13,4,2013,8,2,0,80.0
7550,Kennedy Nzechukwu,77,205,Striker,Nigeria,30,Southpaw,83,Light Heavyweight,2022-03-05,Nicolae Negumereanu,L,Decision - Split,3,05:00,UFC 272: Covington vs. Masvidal,9,2,0,Kick Boxing,Romania,28,Orthodox,78,Light Heavyweight,24.306797099004893,81.81818181818183,5,3,2022,11,1,0,91.66666666666666
7621,Kevin Holland,75,170,Kung Fu,USA,30,Orthodox,81,Middleweight,2022-12-03,Stephen Thompson,L,KO/TKO,4,05:00,UFC Fight Night: Thompson vs. Holland,23,8,1,Kick Boxing,USA,39,Orthodox,75,Welterweight,21.246222222222222,71.875,3,12,2022,16,6,1,69.56521739130434
7622,Kevin Holland,75,170,Kung Fu,USA,30,Orthodox,81,Middleweight,2022-09-10,Khamzat Chimaev,L,Submission,1,02:13,UFC 279: Diaz vs. Ferguson,23,7,1,Freestyle,Sweden,28,Orthodox,75,Welterweight,21.246222222222222,74.19354838709677,10,9,2022,11,0,0,100.0
7623,Kevin Holland,75,170,Kung Fu,USA,30,Orthodox,81,Middleweight,2022-06-18,Tim Means,W,Submission,2,01:28,UFC Fight Night: Kattar vs. Emmett,22,7,1,Striker,USA,38,Orthodox,75,Welterweight,21.246222222222222,73.33333333333333,18,6,2022,32,12,2,69.56521739130434
7625,Kevin Holland,75,170,Kung Fu,USA,30,Orthodox,81,Middleweight,2021-10-02,Kyle Daukaus,D,No Contest,1,03:43,UFC Fight Night: Santos vs. Walker,21,7,0,Striker,USA,29,Southpaw,76,Middleweight,21.246222222222222,75.0,2,10,2021,10,2,0,83.33333333333334
7650,Kevin Holland,75,170,Kung Fu,USA,30,Orthodox,81,Middleweight,2015-06-27,Victor Reyna,W,Submission (Guillotine),1,03:44,XKO: Xtreme Knockout 26,3,0,0,Mixed Martial Artist,USA,36,Southpaw,74,Welterweight,21.246222222222222,100.0,27,6,2015,5,1,0,83.33333333333334
7654,Kevin Natividad,66,135,Freestyle,USA,29,Orthodox,70,Featherweight,2022-11-19,Ricky Turcios,L,Decision - Split,3,05:00,UFC Fight Night: Nzechukwu vs. Cutelaba,9,3,0,Freestyle,USA,29,Orthodox,71,Bantamweight,21.787190082644628,75.0,19,11,2022,12,3,0,80.0
7656,Kevin Natividad,66,135,Freestyle,USA,29,Orthodox,70,Featherweight,2020-10-31,Miles Johns,L,KO/TKO,3,02:51,UFC Fight Night: Hall vs. Silva,9,1,0,Striker,USA,28,Orthodox,66,Bantamweight,21.787190082644628,90.0,31,10,2020,10,1,0,90.9090909090909
7672,Khabib Nurmagomedov,70,155,Wrestling,Russia,34,Orthodox,70,Lightweight,2016-11-12,Michael Johnson,W,Submission,3,02:31,UFC 205: Alvarez vs. McGregor,23,0,0,Wrestling,USA,36,Southpaw,73,Lightweight,22.237755102040815,100.0,12,11,2016,18,10,0,64.28571428571429
7674,Khabib Nurmagomedov,70,155,Wrestling,Russia,34,Orthodox,70,Lightweight,2014-04-19,Rafael Dos Anjos,W,Decision - Unanimous,3,05:00,UFC on Fox: Werdum vs. Browne,21,0,0,Striker,Brazil,38,Southpaw,70,Welterweight,22.237755102040815,100.0,19,4,2014,20,6,0,76.92307692307693
7697,Khalid Taha,65,135,Striker,Lebanon,30,Orthodox,69,Featherweight,2021-07-17,Sergey Morozov,L,Decision - Unanimous,3,05:00,UFC Fight Night: Makhachev vs. Moises,13,3,1,Mixed Martial Artist,Kazakhstan,33,Orthodox,67,Bantamweight,22.46272189349112,76.47058823529412,17,7,2021,16,4,0,80.0
7718,Khalil Rountree Jr.,73,205,"Striker, Freestyle",USA,32,Southpaw,76,Light Heavyweight,2021-01-23,Marcin Prachnio,L,Decision - Unanimous,3,05:00,UFC 257: Poirier vs. McGregor 2,9,4,1,"Karate, Striker",Poland,34,Orthodox,74,Light Heavyweight,27.043535372490147,64.28571428571429,23,1,2021,13,5,0,72.22222222222221
7723,Khalil Rountree Jr.,73,205,"Striker, Freestyle",USA,32,Southpaw,76,Light Heavyweight,2017-12-30,Michal Oleksiejczuk,D,No Contest,3,05:00,UFC 219: Cyborg vs. Holm,7,2,0,Wrestling,Poland,27,Southpaw,74,Light Heavyweight,27.043535372490147,77.77777777777779,30,12,2017,12,2,0,85.71428571428571
7747,Khama Worthy,71,155,Striker,USA,36,Orthodox,74,Lightweight,2017-05-27,Kyle Nelson,L,KO,1,01:03,BTC 1: Genesis,9,5,0,Striker,Canada,31,Switch,71,Featherweight,21.61575084308669,64.28571428571429,27,5,2017,10,1,0,90.9090909090909
7759,Khama Worthy,71,155,Striker,USA,36,Orthodox,74,Lightweight,2012-12-29,Paul Felder,L,TKO,1,01:10,Pinnacle FC: Pittsburgh Challenge Series 1,1,1,0,Striker,USA,38,Orthodox,70,Lightweight,21.61575084308669,50.0,29,12,2012,2,0,0,100.0
7764,Khamzat Chimaev,74,179,Freestyle,Sweden,28,Orthodox,75,Welterweight,2021-10-30,Li Jingliang,W,Submission,1,03:16,UFC 267: Blachowicz vs. Teixeira,9,0,0,Striker,China,34,Orthodox,71,Welterweight,22.97972972972973,100.0,30,10,2021,18,6,0,75.0
7774,Khaos Williams,72,170,Striker,USA,28,Orthodox,77,Welterweight,2022-05-07,Randy Brown,L,Decision - Split,3,05:00,UFC 274: Oliveira vs. Gaethje,13,2,0,Mixed Martial Artist,Jamaica,32,Orthodox,78,Welterweight,23.053626543209877,86.66666666666667,7,5,2022,14,4,0,77.77777777777779
7776,Khaos Williams,72,170,Striker,USA,28,Orthodox,77,Welterweight,2021-06-19,Matthew Semelsberger,W,Decision - Unanimous,3,05:00,UFC Fight Night: The Korean Zombie vs. Ige,11,2,0,Freestyle,USA,30,Switch,75,Welterweight,23.053626543209877,84.61538461538461,19,6,2021,8,2,0,80.0
7777,Khaos Williams,72,170,Striker,USA,28,Orthodox,77,Welterweight,2020-12-19,Michel Pereira,L,Decision - Unanimous,3,05:00,UFC Fight Night: Thompson vs. Neal,11,1,0,Striker,Brazil,29,Orthodox,73,Welterweight,23.053626543209877,91.66666666666666,19,12,2020,24,11,2,64.86486486486487
7801,Krzysztof Jotko,73,185,Mixed Martial Artist,Poland,33,Southpaw,77,Middleweight,2021-10-02,Misha Cirkunov,W,Decision - Split,3,05:00,UFC Fight Night: Santos vs. Walker,22,5,0,Striker,Canada,35,Orthodox,77,Light Heavyweight,24.405141677613063,81.48148148148148,2,10,2021,15,6,0,71.42857142857143
7802,Krzysztof Jotko,73,185,Mixed Martial Artist,Poland,33,Southpaw,77,Middleweight,2021-05-01,Sean Strickland,L,Decision - Unanimous,3,05:00,UFC Fight Night: Reyes vs. Prochazka,22,4,0,Striker,USA,31,Orthodox,76,Middleweight,24.405141677613063,84.61538461538461,1,5,2021,22,3,0,88.0
7807,Krzysztof Jotko,73,185,Mixed Martial Artist,Poland,33,Southpaw,77,Middleweight,2017-09-16,Uriah Hall,L,KO/TKO,2,02:25,UFC Fight Night: Rockhold vs. Branch,19,2,0,Striker,Jamaica,38,Orthodox,79,Middleweight,24.405141677613063,90.47619047619048,16,9,2017,13,8,0,61.904761904761905
7829,Kurt Holobaugh,71,155,Mixed Martial Artist,USA,36,Orthodox,70,Featherweight,2019-05-11,Thiago Moises,L,Decision - Unanimous,3,05:00,UFC 237: Namajunas vs. Andrade,17,6,1,Mixed Martial Artist,Brazil,27,Orthodox,70,Lightweight,21.61575084308669,70.83333333333334,11,5,2019,11,3,0,78.57142857142857
7830,Kurt Holobaugh,71,155,Mixed Martial Artist,USA,36,Orthodox,70,Featherweight,2018-11-03,Shane Burgos,L,Submission,1,02:11,UFC 230: Cormier vs. Lewis,17,5,1,Striker,USA,31,Orthodox,75,Featherweight,21.61575084308669,73.91304347826086,3,11,2018,10,1,0,90.9090909090909
7834,Kurt Holobaugh,71,155,Mixed Martial Artist,USA,36,Orthodox,70,Featherweight,2016-12-02,Yosdenis Cedeno,W,Submission (Rear Naked Choke),3,01:22,Titan FC 42: Lima vs. Jackson,15,4,0,Striker,Cuba,37,Orthodox,69,Lightweight,21.61575084308669,78.94736842105263,2,12,2016,10,5,1,62.5
7858,Kyle Daukaus,75,184,Striker,USA,29,Southpaw,76,Middleweight,2021-05-08,Phil Hawes,L,Decision - Unanimous,3,05:00,UFC Fight Night: Rodriguez vs. Waterson,10,1,0,Wrestling,USA,34,Orthodox,77,Middleweight,22.995911111111113,90.9090909090909,8,5,2021,10,2,0,83.33333333333334
7862,Kyle Daukaus,75,184,Striker,USA,29,Southpaw,76,Middleweight,2019-09-21,Stephen Regman,W,Submission,2,00:50,CFFC 78: Cage Fury Fighting Championship 78,7,0,0,Mixed Martial Artist,USA,31,Orthodox,76,Middleweight,22.995911111111113,100.0,21,9,2019,9,4,0,69.23076923076923
7872,Kyle Nelson,71,145,Striker,Canada,31,Switch,71,Featherweight,2019-09-21,Polo Reyes,W,KO/TKO,1,01:36,UFC Fight Night: Rodriguez vs. Stephens,12,3,0,Striker,Mexico,38,Orthodox,71,Lightweight,20.221186272564967,80.0,21,9,2019,11,8,0,57.89473684210527
7873,Kyle Nelson,71,145,Striker,Canada,31,Switch,71,Featherweight,2019-05-04,Matt Sayles,L,Submission,3,03:16,UFC Fight Night: Iaquinta vs. Cowboy,12,2,0,Freestyle,USA,28,Orthodox,68,Featherweight,20.221186272564967,85.71428571428571,4,5,2019,7,2,0,77.77777777777779
7888,Kyle Stewart,72,185,Striker,USA,34,Orthodox,76,Welterweight,2022-05-06,Lorenz Larkin,L,KO/TKO,1,04:44,Bellator 280: Bader vs. Kongo 2,15,5,0,Striker,USA,36,Orthodox,72,Welterweight,25.087770061728396,75.0,6,5,2022,23,7,1,74.19354838709677
7912,Kyoji Horiguchi,65,135,Striker,Japan,32,Orthodox,66,Flyweight,2021-12-03,Sergio Pettis,L,KO (Spinning Back Fist),4,03:24,Bellator 272: Pettis vs. Horiguchi,29,3,0,Wrestling,USA,29,Orthodox,69,Flyweight,22.46272189349112,90.625,3,12,2021,21,5,0,80.76923076923077
7921,Kyoji Horiguchi,65,135,Striker,Japan,32,Orthodox,66,Flyweight,2017-12-31,Manel Kape,W,Submission (Arm Triangle),3,04:27,Rizin FF: Rizin World Grand Prix 2017 Final Round,21,2,0,Striker,Portugal,29,Southpaw,68,Flyweight,22.46272189349112,91.30434782608695,31,12,2017,11,1,0,91.66666666666666
7949,Lando Vannata,69,146,Wrestling,USA,30,Orthodox,71,Lightweight,2019-09-28,Marc Diakiese,L,Decision - Unanimous,3,05:00,UFC Fight Night: Hermansson vs. Cannonier,10,3,2,Wrestling,England,29,Orthodox,73,Lightweight,21.558076034446543,66.66666666666666,28,9,2019,13,3,0,81.25
7950,Lando Vannata,69,146,Wrestling,USA,30,Orthodox,71,Lightweight,2019-02-09,Marcos Mariano,W,Submission,1,04:55,UFC 234: Adesanya vs. Silva,9,3,2,Grappling,Brazil,36,Switch,76,Lightweight,21.558076034446543,64.28571428571429,9,2,2019,6,4,0,60.0
7951,Lando Vannata,69,146,Wrestling,USA,30,Orthodox,71,Lightweight,2018-11-03,Matt Frevola,D,Draw,3,05:00,UFC 230: Cormier vs. Lewis,9,3,1,Wrestling,USA,32,Orthodox,71,Lightweight,21.558076034446543,69.23076923076923,3,11,2018,6,1,0,85.71428571428571
7972,Larissa Pacheco,66,155,Judo,Brazil,28,Orthodox,69,Women's Lightweight,2019-10-11,Sarah Kaufman,W,Decision - Unanimous,3,05:00,PFL Playoffs: Welterweight and Women's Lightweight,12,3,0,Striker,Canada,37,Orthodox,67,Women's Featherweight,25.01492194674013,80.0,11,10,2019,21,4,1,80.76923076923077
7988,Laureano Staropoli,73,185,Striker,Argentina,29,Orthodox,71,Welterweight,2022-11-03,Leonardo Damiani,W,Decision - Unanimous,3,05:00,ARES FC 9: Lapilus vs. Ayoub 2,10,5,0,Striker,Italy,32,Orthodox,69,Welterweight,24.405141677613063,66.66666666666666,3,11,2022,10,4,1,66.66666666666666
7992,Laureano Staropoli,73,185,Striker,Argentina,29,Orthodox,71,Welterweight,2020-08-08,Tim Means,L,Decision - Unanimous,3,05:00,UFC Fight Night: Lewis vs. Oleinik,9,2,0,Striker,USA,38,Orthodox,75,Welterweight,24.405141677613063,81.81818181818183,8,8,2020,29,12,2,67.44186046511628
7993,Laureano Staropoli,73,185,Striker,Argentina,29,Orthodox,71,Welterweight,2019-10-26,Muslim Salikhov,L,Decision - Unanimous,3,05:00,UFC Fight Night: Maia vs. Askren,9,1,0,Striker,Russia,38,Orthodox,70,Welterweight,24.405141677613063,90.0,26,10,2019,15,2,0,88.23529411764706
8005,Lauren Murphy,65,125,Mixed Martial Artist,USA,39,Orthodox,67,Women's Flyweight,2022-07-16,Miesha Tate,W,Decision - Unanimous,3,05:00,UFC Fight Night: Ortega vs. Rodriguez,15,5,0,Mixed Martial Artist,USA,36,Orthodox,65,Women's Bantamweight,20.798816568047336,75.0,16,7,2022,20,8,0,71.42857142857143
8006,Lauren Murphy,65,125,Mixed Martial Artist,USA,39,Orthodox,67,Women's Flyweight,2021-09-25,Valentina Shevchenko,L,KO/TKO,4,04:00,UFC 266: Volkanovski vs. Ortega,15,4,0,Muay Thai,Kyrgyzstan,34,Southpaw,66,Women's Flyweight,20.798816568047336,78.94736842105263,25,9,2021,21,3,0,87.5
8008,Lauren Murphy,65,125,Mixed Martial Artist,USA,39,Orthodox,67,Women's Flyweight,2020-10-24,Liliya Shakirova,W,Submission,2,03:31,UFC 254: Khabib vs. Gaethje,13,4,0,Mixed Martial Artist,Uzbekistan,31,Orthodox,65,Women's Flyweight,20.798816568047336,76.47058823529412,24,10,2020,8,1,0,88.88888888888889
8011,Lauren Murphy,65,125,Mixed Martial Artist,USA,39,Orthodox,67,Women's Flyweight,2019-08-03,Mara Romero Borella,W,KO/TKO,3,01:46,UFC Fight Night: Covington vs. Lawler,10,4,0,Striker,Italy,36,Orthodox,69,Women's Flyweight,20.798816568047336,71.42857142857143,3,8,2019,12,5,2,63.1578947368421
8012,Lauren Murphy,65,125,Mixed Martial Artist,USA,39,Orthodox,67,Women's Flyweight,2018-06-01,Sijara Eubanks,L,Decision - Unanimous,3,05:00,UFC Fight Night: Rivera vs. Moraes,10,3,0,Striker,USA,37,Orthodox,67,Women's Bantamweight,20.798816568047336,76.92307692307693,1,6,2018,3,2,0,60.0
8016,Lauren Murphy,65,125,Mixed Martial Artist,USA,39,Orthodox,67,Women's Flyweight,2015-04-04,Liz Carmouche,L,Decision - Unanimous,3,05:00,UFC Fight Night: Mendes vs. Lamas,8,1,0,Striker,USA,38,Orthodox,66,Women's Flyweight,20.798816568047336,88.88888888888889,4,4,2015,9,5,0,64.28571428571429
8017,Lauren Murphy,65,125,Mixed Martial Artist,USA,39,Orthodox,67,Women's Flyweight,2014-08-16,Sara McMann,L,Decision - Split,3,05:00,UFC Fight Night: Bader vs. Saint Preux,8,0,0,Wrestling,USA,42,Orthodox,66,Women's Bantamweight,20.798816568047336,100.0,16,8,2014,7,1,0,87.5
8026,Lazar Stojadinovic,67,145,Striker,Serbia,33,Southpaw,68,Featherweight,2021-08-27,Sheymon Moraes,L,KO/TKO,2,04:45,PFL Playoffs: Featherweights & Light Heavyweights,14,8,0,Striker,Brazil,32,Orthodox,72,Featherweight,22.707730006683004,63.63636363636363,27,8,2021,12,5,0,70.58823529411765
8052,Leon Edwards,74,170,Striker,England,31,Southpaw,74,Welterweight,2019-07-20,Rafael Dos Anjos,W,Decision - Unanimous,5,05:00,UFC Fight Night: Dos Anjos vs. Edwards,17,3,0,Striker,Brazil,38,Southpaw,70,Welterweight,21.824324324324323,85.0,20,7,2019,29,11,0,72.5
8055,Leon Edwards,74,170,Striker,England,31,Southpaw,74,Welterweight,2018-03-17,Peter Sobotta,W,KO/TKO,3,04:59,UFC Fight Night: Werdum vs. Volkov,14,3,0,Striker,Jamaica,36,Southpaw,75,Welterweight,21.824324324324323,82.35294117647058,17,3,2018,17,5,1,73.91304347826086
8057,Leon Edwards,74,170,Striker,England,31,Southpaw,74,Welterweight,2017-03-18,Vicente Luque,W,Decision - Unanimous,3,05:00,UFC Fight Night: Manuwa vs. Anderson,12,3,0,Striker,Brazil,31,Orthodox,75,Welterweight,21.824324324324323,80.0,18,3,2017,11,5,1,64.70588235294117
8092,Lerone Murphy,69,146,Striker,England,31,Orthodox,73,Featherweight,2019-09-07,Zubaira Tukhugov,D,Draw,3,05:00,UFC 242: Khabib vs. Poirier,8,0,0,Striker,Russia,32,Orthodox,68,Featherweight,21.558076034446543,100.0,7,9,2019,18,4,0,81.81818181818183
8111,Leslie Smith,69,145,Striker,USA,40,Orthodox,66,Women's Bantamweight,2014-04-16,Sarah Kaufman,L,Decision - Unanimous,3,05:00,UFC Fight Night: Bisping vs. Kennedy,6,4,1,Striker,Canada,37,Orthodox,67,Women's Featherweight,21.41041797941609,54.54545454545454,16,4,2014,16,2,1,84.21052631578947
8114,Leslie Smith,69,145,Striker,USA,40,Orthodox,66,Women's Bantamweight,2013-04-05,Sarah Kaufman,L,Decision - Split,3,05:00,Invicta FC 5: Penne vs. Waterson,5,2,1,Striker,Canada,37,Orthodox,67,Women's Featherweight,21.41041797941609,62.5,5,4,2013,15,2,0,88.23529411764706
8124,Li Jingliang,72,170,Striker,China,34,Orthodox,71,Welterweight,2022-07-16,Muslim Salikhov,W,KO/TKO,2,04:38,UFC Fight Night: Ortega vs. Rodriguez,18,7,0,Striker,Russia,38,Orthodox,70,Welterweight,23.053626543209877,72.0,16,7,2022,18,2,0,90.0
