,Fighter,Height,Weight(lbs),Style(op),Country,Age,Stance,Reach,WT_class,Date,Opponent,Res.,Decision,Rnd,Time,Event,W,L,D,Oppo_Style(op),Oppo_Country,Oppo_Age,Oppo_Stance,Oppo_Reach,Oppo_WT_class,BMI,Win_Percentage,Day,Month,Year,Oppo_W,Oppo_L,Oppo_D,Oppo_Win_Percentage
8126,Li Jingliang,72,170,Striker,China,34,Orthodox,71,Welterweight,2021-01-16,Santiago Ponzinibbio,W,KO/TKO,1,04:25,UFC Fight Night: Holloway vs. Kattar,17,6,0,Kung Fu,Argentina,36,Orthodox,73,Welterweight,23.053626543209877,73.91304347826086,16,1,2021,28,3,0,90.32258064516128
8127,Li Jingliang,72,170,Striker,China,34,Orthodox,71,Welterweight,2020-03-07,Neil Magny,L,Decision - Unanimous,3,05:00,UFC 248: Adesanya vs. Romero,17,5,0,Striker,USA,35,Orthodox,80,Welterweight,23.053626543209877,77.27272727272727,7,3,2020,21,8,0,72.41379310344827
8138,Li Jingliang,72,170,Striker,China,34,Orthodox,71,Welterweight,2014-10-04,Nordine Taleb,L,Decision - Split,3,05:00,UFC Fight Night: MacDonald vs. Saffiedine,9,2,0,Striker,Canada,41,Orthodox,74,Welterweight,23.053626543209877,81.81818181818183,4,10,2014,9,2,0,81.81818181818183
8140,Li Jingliang,72,170,Striker,China,34,Orthodox,71,Welterweight,2013-04-27,Luke Jumeau,W,Submission (Guillotine),3,03:38,Legend FC: Legend Fighting Championship 11,7,2,0,Striker,New Zealand,34,Orthodox,72,Welterweight,23.053626543209877,77.77777777777779,27,4,2013,5,1,0,83.33333333333334
8151,Liana Jojua,64,128,Striker,Georgia,27,Orthodox,62,Women's Bantamweight,2020-10-24,Miranda Maverick,L,TKO - Doctor's Stoppage,1,05:00,UFC 254: Khabib vs. Gaethje,8,3,0,Muay Thai,USA,25,Southpaw,65,Women's Flyweight,21.96875,72.72727272727273,24,10,2020,9,2,0,81.81818181818183
8153,Liana Jojua,64,128,Striker,Georgia,27,Orthodox,62,Women's Bantamweight,2019-09-07,Sarah Moras,L,KO/TKO,3,02:26,UFC 242: Khabib vs. Poirier,7,2,0,Striker,Canada,34,Orthodox,67,Women's Bantamweight,21.96875,77.77777777777779,7,9,2019,5,6,0,45.45454545454545
8159,Liana Jojua,64,128,Striker,Georgia,27,Orthodox,62,Women's Bantamweight,2016-08-20,Liang Na,L,Submission,2,01:46,WLF: E.P.I.C.: Elevation Power in Cage 7,2,1,0,Mixed Martial Artist,China,26,Orthodox,67,Women's Strawweight,21.96875,66.66666666666666,20,8,2016,3,0,0,100.0
8163,Liang Na,65,116,Mixed Martial Artist,China,26,Orthodox,67,Women's Strawweight,2022-06-11,Silvana Gomez Juarez,L,KO/TKO,1,01:22,UFC 275: Teixeira vs. Procházka,19,5,0,Striker,Argentina,38,Orthodox,65,Women's Strawweight,19.30130177514793,79.16666666666666,11,6,2022,10,4,0,71.42857142857143
8176,Liang Na,65,116,Mixed Martial Artist,China,26,Orthodox,67,Women's Strawweight,2017-07-22,Liliya Shakirova,L,Decision - Unanimous,3,05:00,WLF: W.A.R.S. 16,11,0,0,Mixed Martial Artist,Uzbekistan,31,Orthodox,65,Women's Flyweight,19.30130177514793,100.0,22,7,2017,3,0,0,100.0
8199,Lina Lansberg,67,135,Striker,Sweden,40,Orthodox,65,Women's Bantamweight,2022-04-16,Pannie Kianzad,L,Decision - Unanimous,3,05:00,UFC Fight Night: Luque vs. Muhammad 2,10,5,0,Striker,Sweden,31,Orthodox,66,Women's Bantamweight,21.14167966139452,66.66666666666666,16,4,2022,16,6,0,72.72727272727273
8200,Lina Lansberg,67,135,Striker,Sweden,40,Orthodox,65,Women's Bantamweight,2020-01-25,Sara McMann,L,Decision - Unanimous,3,05:00,UFC Fight Night: Blaydes vs. Dos Santos,10,4,0,Wrestling,USA,42,Orthodox,66,Women's Bantamweight,21.14167966139452,71.42857142857143,25,1,2020,11,5,0,68.75
8201,Lina Lansberg,67,135,Striker,Sweden,40,Orthodox,65,Women's Bantamweight,2019-09-28,Macy Chiasson,W,Decision - Unanimous,3,05:00,UFC Fight Night: Hermansson vs. Cannonier,9,4,0,Striker,USA,31,Orthodox,72,Women's Bantamweight,21.14167966139452,69.23076923076923,28,9,2019,6,0,0,100.0
8203,Lina Lansberg,67,135,Striker,Sweden,40,Orthodox,65,Women's Bantamweight,2018-10-06,Yana Santos,L,Decision - Unanimous,3,05:00,UFC 229: Khabib vs. McGregor,8,3,0,Striker,Russia,33,Orthodox,68,Women's Bantamweight,21.14167966139452,72.72727272727273,6,10,2018,10,4,1,66.66666666666666
8206,Lina Lansberg,67,135,Striker,Sweden,40,Orthodox,65,Women's Bantamweight,2017-03-18,Lucie Pudilova,W,Decision - Unanimous,3,05:00,UFC Fight Night: Manuwa vs. Anderson,6,2,0,Striker,Czech Republic,28,Orthodox,67,Women's Bantamweight,21.14167966139452,75.0,18,3,2017,6,1,0,85.71428571428571
8209,Lina Lansberg,67,135,Striker,Sweden,40,Orthodox,65,Women's Bantamweight,2015-11-28,Lucie Pudilova,W,Decision - Unanimous,3,05:00,BOB 5: Battle of Botnia 2015,4,1,0,Striker,Czech Republic,28,Orthodox,67,Women's Bantamweight,21.14167966139452,80.0,28,11,2015,3,0,0,100.0
8214,Lina Lansberg,67,135,Striker,Sweden,40,Orthodox,65,Women's Bantamweight,2012-12-29,Pannie Kianzad,L,TKO,3,04:44,TMMA: Trophy MMA 1,0,0,0,Striker,Sweden,31,Orthodox,66,Women's Bantamweight,21.14167966139452,0.0,29,12,2012,2,0,0,100.0
8220,Liz Carmouche,66,125,Striker,USA,38,Orthodox,66,Women's Flyweight,2019-08-10,Valentina Shevchenko,L,Decision - Unanimous,5,05:00,UFC Fight Night: Shevchenko vs. Carmouche 2,13,6,0,Muay Thai,Kyrgyzstan,34,Southpaw,66,Women's Flyweight,20.173324150596876,68.42105263157895,10,8,2019,17,3,0,85.0
8221,Liz Carmouche,66,125,Striker,USA,38,Orthodox,66,Women's Flyweight,2019-02-23,Lucie Pudilova,W,Decision - Unanimous,3,05:00,UFC Fight Night: Blachowicz vs. Santos,12,6,0,Striker,Czech Republic,28,Orthodox,67,Women's Bantamweight,20.173324150596876,66.66666666666666,23,2,2019,8,3,0,72.72727272727273
8226,Liz Carmouche,66,125,Striker,USA,38,Orthodox,66,Women's Flyweight,2014-04-19,Miesha Tate,L,Decision - Unanimous,3,05:00,UFC on Fox: Werdum vs. Browne,9,4,0,Mixed Martial Artist,USA,36,Orthodox,65,Women's Bantamweight,20.173324150596876,69.23076923076923,19,4,2014,14,5,0,73.68421052631578
8232,Liz Carmouche,66,125,Striker,USA,38,Orthodox,66,Women's Flyweight,2011-07-22,Sarah Kaufman,L,Decision - Unanimous,3,05:00,Strikeforce: Challengers 17,6,1,0,Striker,Canada,37,Orthodox,67,Women's Featherweight,20.173324150596876,85.71428571428571,22,7,2011,13,1,0,92.85714285714286
8235,Liz Carmouche,66,125,Striker,USA,38,Orthodox,66,Women's Flyweight,2010-09-30,Valentina Shevchenko,W,TKO (Retirement),2,03:00,C3 Fights: Red River Rivalry,4,0,0,Muay Thai,Kyrgyzstan,34,Southpaw,66,Women's Flyweight,20.173324150596876,100.0,30,9,2010,7,0,0,100.0
8241,Loma Lookboonmee,61,115,Striker,Thailand,27,Orthodox,61,Women's Strawweight,2021-11-20,Loopy Godinez,L,Decision - Unanimous,3,05:00,UFC Fight Night: Vieira vs. Tate,6,2,0,Striker,Mexico,29,Orthodox,61,Women's Strawweight,21.726686374630475,75.0,20,11,2021,6,2,0,75.0
8242,Loma Lookboonmee,61,115,Striker,Thailand,27,Orthodox,61,Women's Strawweight,2021-05-01,Sam Hughes,W,Decision - Unanimous,3,05:00,UFC Fight Night: Reyes vs. Prochazka,5,2,0,Striker,USA,30,Orthodox,64,Women's Strawweight,21.726686374630475,71.42857142857143,1,5,2021,5,2,0,71.42857142857143
8253,Loopy Godinez,62,119,Striker,Mexico,29,Orthodox,61,Women's Strawweight,2021-10-16,Luana Carolina,L,Decision - Unanimous,3,05:00,UFC Fight Night: Ladd vs. Dumont,6,1,0,Striker,Brazil,29,Orthodox,69,Women's Flyweight,21.763007284079084,85.71428571428571,16,10,2021,7,2,0,77.77777777777779
8254,Loopy Godinez,62,119,Striker,Mexico,29,Orthodox,61,Women's Strawweight,2021-10-09,Silvana Gomez Juarez,W,Submission,1,04:14,UFC Fight Night: Dern vs. Rodriguez,5,1,0,Striker,Argentina,38,Orthodox,65,Women's Strawweight,21.763007284079084,83.33333333333334,9,10,2021,10,2,0,83.33333333333334
8268,Lorenz Larkin,71,171,Striker,USA,36,Orthodox,72,Welterweight,2017-09-23,Paul Daley,L,KO/TKO,2,02:40,Bellator 183: Henderson vs. Freire,18,6,1,"Boxing, Striker",England,39,Orthodox,76,Welterweight,23.847054155921445,72.0,23,9,2017,39,15,2,69.64285714285714
8270,Lorenz Larkin,71,171,Striker,USA,36,Orthodox,72,Welterweight,2016-08-20,Neil Magny,W,KO/TKO,1,04:08,UFC 202: Diaz vs. McGregor 2,17,5,1,Striker,USA,35,Orthodox,80,Welterweight,23.847054155921445,73.91304347826086,20,8,2016,18,5,0,78.26086956521739
8273,Lorenz Larkin,71,171,Striker,USA,36,Orthodox,72,Welterweight,2015-06-27,Santiago Ponzinibbio,W,KO/TKO,2,03:07,UFC Fight Night: Machida vs. Romero,15,4,1,Kung Fu,Argentina,36,Orthodox,73,Welterweight,23.847054155921445,75.0,27,6,2015,21,2,0,91.30434782608695
8280,Lorenz Larkin,71,171,Striker,USA,36,Orthodox,72,Welterweight,2012-07-14,Robbie Lawler,W,Decision - Unanimous,3,05:00,Strikeforce: Rockhold vs. Kennedy,12,0,1,Striker,USA,40,Southpaw,74,Welterweight,23.847054155921445,92.3076923076923,14,7,2012,19,8,1,67.85714285714286
8294,Louis Cosce,69,170,"Wrestling, Striker",USA,27,Orthodox,71,Welterweight,2022-09-17,Trevin Giles,L,Decision - Unanimous,3,05:00,UFC Fight Night: Sandhagen vs. Song,7,1,0,"Wrestling, Striker",USA,30,Orthodox,74,Middleweight,25.101869355177485,87.5,17,9,2022,14,4,0,77.77777777777779
8296,Louis Cosce,69,170,"Wrestling, Striker",USA,27,Orthodox,71,Welterweight,2020-08-18,Victor Reyna,W,KO/TKO,1,01:12,"Dana White's Contender Series: Season 4, Week 3",6,0,0,Mixed Martial Artist,USA,36,Southpaw,74,Welterweight,25.101869355177485,100.0,18,8,2020,11,4,1,68.75
8307,Luana Carolina,66,126,Striker,Brazil,29,Orthodox,69,Women's Flyweight,2019-05-11,Priscila Cachoeira,W,Decision - Unanimous,3,05:00,UFC 237: Namajunas vs. Andrade,5,1,0,Striker,Brazil,34,Orthodox,65,Women's Flyweight,20.334710743801654,83.33333333333334,11,5,2019,8,2,0,80.0
8314,Luana Pinheiro,62,116,Judo,Brazil,30,Orthodox,62,Women's Strawweight,2021-11-20,Sam Hughes,W,Decision - Unanimous,3,05:00,UFC Fight Night: Vieira vs. Tate,9,1,0,Striker,USA,30,Orthodox,64,Women's Strawweight,21.21436004162331,90.0,20,11,2021,5,3,0,62.5
8316,Luana Pinheiro,62,116,Judo,Brazil,30,Orthodox,62,Women's Strawweight,2020-11-10,Stephanie Frausto,W,KO/TKO,1,02:48,"Dana White's Contender Series: Season 4, Week 9",7,1,0,Freestyle,USA,32,Orthodox,61,Women's Strawweight,21.21436004162331,87.5,10,11,2020,8,6,0,57.14285714285714
8346,Lucie Pudilova,68,135,Striker,Czech Republic,28,Orthodox,67,Women's Bantamweight,2022-08-20,Wu Yanan,W,KO/TKO,2,04:04,UFC 278: Usman vs. Edwards 2,13,7,0,Striker,China,26,Orthodox,66,Women's Flyweight,20.524437716262977,65.0,20,8,2022,12,5,0,70.58823529411765
8357,Lucie Pudilova,68,135,Striker,Czech Republic,28,Orthodox,67,Women's Bantamweight,2018-02-18,Sarah Moras,W,Decision - Unanimous,3,05:00,UFC Fight Night: Cowboy vs. Medeiros,7,2,0,Striker,Canada,34,Orthodox,67,Women's Bantamweight,20.524437716262977,77.77777777777779,18,2,2018,5,3,0,62.5
8369,Ludovit Klein,67,155,Striker,Slovakia,27,Southpaw,72,Featherweight,2021-10-16,Nate Landwehr,L,Submission,3,02:22,UFC Fight Night: Ladd vs. Dumont,17,3,0,Striker,USA,34,Orthodox,72,Featherweight,24.273780351971485,85.0,16,10,2021,14,4,0,77.77777777777779
8371,Ludovit Klein,67,155,Striker,Slovakia,27,Southpaw,72,Featherweight,2020-09-26,Shane Young,W,KO/TKO,1,01:16,UFC 253: Adesanya vs. Costa,16,2,0,Striker,New Zealand,29,Orthodox,72,Featherweight,24.273780351971485,88.88888888888889,26,9,2020,13,4,0,76.47058823529412
8390,Luis Saldana,71,145,Freestyle,USA,32,Orthodox,73,Featherweight,2022-08-20,Sean Woodson,D,Draw,3,05:00,UFC 278: Usman vs. Edwards 2,16,7,0,Freestyle,USA,30,Orthodox,78,Featherweight,20.221186272564967,69.56521739130434,20,8,2022,9,1,0,90.0
8432,Luke Rockhold,75,185,Striker,USA,38,Southpaw,77,Middleweight,2022-08-20,Paulo Costa,L,Decision - Unanimous,3,05:00,UFC 278: Usman vs. Edwards 2,16,5,0,Striker,Brazil,31,Orthodox,72,Middleweight,23.120888888888892,76.19047619047619,20,8,2022,13,2,0,86.66666666666667
8434,Luke Rockhold,75,185,Striker,USA,38,Southpaw,77,Middleweight,2018-02-10,Yoel Romero,L,KO/TKO,3,01:48,UFC 221: Romero vs. Rockhold,16,3,0,Wrestling,Cuba,45,Southpaw,73,Light Heavyweight,23.120888888888892,84.21052631578947,10,2,2018,12,2,0,85.71428571428571
8438,Luke Rockhold,75,185,Striker,USA,38,Southpaw,77,Middleweight,2015-04-18,Lyoto Machida,W,Submission,2,02:31,UFC on Fox: Machida vs. Rockhold,13,2,0,Karate,Brazil,44,Southpaw,74,Middleweight,23.120888888888892,86.66666666666667,18,4,2015,22,5,0,81.48148148148148
8440,Luke Rockhold,75,185,Striker,USA,38,Southpaw,77,Middleweight,2014-04-26,Tim Boetsch,W,Submission,1,02:08,UFC 172: Jones vs. Teixeira,11,2,0,Wrestling,USA,42,Orthodox,74,Middleweight,23.120888888888892,84.61538461538461,26,4,2014,17,6,0,73.91304347826086
8455,Luke Sanders,66,145,Striker,USA,37,Southpaw,67,Bantamweight,2020-11-28,Nate Maness,L,Submission,2,02:29,UFC Fight Night: Smith vs. Clark,13,3,0,Wrestling,USA,31,Orthodox,72,Bantamweight,23.401056014692376,81.25,28,11,2020,12,1,0,92.3076923076923
8502,Lyoto Machida,73,185,Karate,Brazil,44,Southpaw,74,Middleweight,2020-09-11,Phil Davis,L,Decision - Split,3,05:00,Bellator 245: Davis vs. Machida 2,26,9,0,Wrestling,USA,38,Orthodox,78,Light Heavyweight,24.405141677613063,74.28571428571429,11,9,2020,21,5,1,77.77777777777779
8509,Lyoto Machida,73,185,Karate,Brazil,44,Southpaw,74,Middleweight,2015-06-27,Yoel Romero,L,KO/TKO,3,01:38,UFC Fight Night: Machida vs. Romero,22,6,0,Wrestling,Cuba,45,Southpaw,73,Light Heavyweight,24.405141677613063,78.57142857142857,27,6,2015,9,1,0,90.0
8515,Lyoto Machida,73,185,Karate,Brazil,44,Southpaw,74,Middleweight,2013-08-03,Phil Davis,L,Decision - Unanimous,3,05:00,UFC 163: Aldo vs. Korean Zombie,19,3,0,Wrestling,USA,38,Orthodox,78,Light Heavyweight,24.405141677613063,86.36363636363636,3,8,2013,11,1,1,84.61538461538461
8520,Lyoto Machida,73,185,Karate,Brazil,44,Southpaw,74,Middleweight,2010-11-20,Quinton Jackson,L,Decision - Split,3,05:00,UFC 123: Rampage vs. Machida,16,1,0,Striker,USA,44,Orthodox,73,Light Heavyweight,24.405141677613063,94.11764705882352,20,11,2010,30,8,0,78.94736842105263
8521,Lyoto Machida,73,185,Karate,Brazil,44,Southpaw,74,Middleweight,2010-05-08,Mauricio Rua,L,KO/TKO,1,03:35,UFC 113: Machida vs. Shogun 2,16,0,0,Striker,Brazil,41,Orthodox,76,Light Heavyweight,24.405141677613063,100.0,8,5,2010,18,4,0,81.81818181818183
8522,Lyoto Machida,73,185,Karate,Brazil,44,Southpaw,74,Middleweight,2009-10-24,Mauricio Rua,W,Decision - Unanimous,5,05:00,UFC 104: Machida vs. Shogun,15,0,0,Striker,Brazil,41,Orthodox,76,Light Heavyweight,24.405141677613063,100.0,24,10,2009,18,3,0,85.71428571428571
8524,Lyoto Machida,73,185,Karate,Brazil,44,Southpaw,74,Middleweight,2009-01-31,Thiago Silva,W,KO/TKO,1,04:59,UFC 94: St-Pierre vs. Penn 2,13,0,0,Judo,Brazil,40,Orthodox,74,Light Heavyweight,24.405141677613063,100.0,31,1,2009,13,0,0,100.0
8525,Lyoto Machida,73,185,Karate,Brazil,44,Southpaw,74,Middleweight,2008-05-24,Tito Ortiz,W,Decision - Unanimous,3,05:00,UFC 84: Ill Will,12,0,0,"Wrestling, Boxing",USA,48,Orthodox,74,Light Heavyweight,24.405141677613063,100.0,24,5,2008,15,5,1,71.42857142857143
8539,Macy Chiasson,71,140,Striker,USA,31,Orthodox,72,Women's Bantamweight,2022-05-07,Norma Dumont,W,Decision - Split,3,05:00,UFC 274: Oliveira vs. Gaethje,8,2,0,Sanda,Brazil,32,Orthodox,67,Women's Featherweight,19.523903987304106,80.0,7,5,2022,7,1,0,87.5
8542,Macy Chiasson,71,140,Striker,USA,31,Orthodox,72,Women's Bantamweight,2020-02-15,Shanna Young,W,Decision - Unanimous,3,05:00,UFC Fight Night: Anderson vs. Blachowicz 2,6,1,0,Mixed Martial Artist,USA,31,Orthodox,65,Women's Bantamweight,19.523903987304106,85.71428571428571,15,2,2020,7,3,0,70.0
8544,Macy Chiasson,71,140,Striker,USA,31,Orthodox,72,Women's Bantamweight,2019-05-04,Sarah Moras,W,KO/TKO,2,02:22,UFC Fight Night: Iaquinta vs. Cowboy,5,0,0,Striker,Canada,34,Orthodox,67,Women's Bantamweight,19.523903987304106,100.0,4,5,2019,5,5,0,50.0
8546,Macy Chiasson,71,140,Striker,USA,31,Orthodox,72,Women's Bantamweight,2018-11-30,Pannie Kianzad,W,Submission,2,02:11,The Ultimate Fighter 28 Finale,3,0,0,Striker,Sweden,31,Orthodox,66,Women's Bantamweight,19.523903987304106,100.0,30,11,2018,11,3,0,78.57142857142857
8561,Mads Burnell,68,146,Boxing,Denmark,28,Orthodox,68,Featherweight,2017-09-02,Michel Prazeres,L,Submission,3,01:26,UFC Fight Night: Volkov vs. Struve,8,1,0,Sambo,Brazil,41,Orthodox,67,Welterweight,22.196799307958475,88.88888888888889,2,9,2017,22,2,0,91.66666666666666
8572,Magomed Mustafaev,68,156,Striker,Russia,34,Orthodox,71,Lightweight,2019-04-20,Rafael Fiziev,W,KO/TKO,1,01:26,UFC Fight Night: Overeem vs. Oleinik,13,3,0,Striker,Azerbaijan,29,Switch,71,Lightweight,23.717128027681664,81.25,20,4,2019,6,0,0,100.0
8625,Mana Martinez,70,135,Karate,USA,26,Orthodox,70,Bantamweight,2022-02-12,Ronnie Lawrence,L,Decision - Unanimous,3,05:00,UFC 271: Adesanya vs. Whittaker 2,9,2,0,Freestyle,USA,30,Switch,68,Bantamweight,19.368367346938776,81.81818181818183,12,2,2022,7,1,0,87.5
8631,Mana Martinez,70,135,Karate,USA,26,Orthodox,70,Bantamweight,2018-11-03,Ricky Turcios,W,KO/TKO,1,02:59,Fury FC 27: Fury Fighting Championships 27,4,1,0,Freestyle,USA,29,Orthodox,71,Bantamweight,19.368367346938776,80.0,3,11,2018,9,1,0,90.0
8639,Manel Kape,65,126,Striker,Portugal,29,Southpaw,68,Flyweight,2021-08-07,Ode' Osbourne,W,KO/TKO,1,04:44,UFC 265: Lewis vs. Gane,15,6,0,Mixed Martial Artist,Jamaica,31,Southpaw,73,Bantamweight,20.965207100591716,71.42857142857143,7,8,2021,9,3,1,69.23076923076923
8643,Manel Kape,65,126,Striker,Portugal,29,Southpaw,68,Flyweight,2019-08-18,Takeya Mizugaki,W,KO/TKO,2,01:36,Rizin FF: Rizin Fighting Federation 18,13,4,0,Mixed Martial Artist,Japan,39,Orthodox,68,Bantamweight,20.965207100591716,76.47058823529412,18,8,2019,23,13,2,60.526315789473685
8661,Manny Vazquez,70,135,Striker,USA,29,Orthodox,72,Bantamweight,2021-05-29,Nohelin Hernandez,L,Decision - Split,1,05:00,Combate Global: 2021 Bantamweight Tournament,12,3,0,Striker,USA,28,Orthodox,71,Bantamweight,19.368367346938776,80.0,29,5,2021,10,5,0,66.66666666666666
8666,Manny Vazquez,70,135,Striker,USA,29,Orthodox,72,Bantamweight,2016-06-24,Steven Peterson,L,Technical Submission (Rear-Naked Choke),4,03:08,LFC 56: Legacy Fighting Championship 56,9,1,0,Striker,USA,32,Orthodox,70,Featherweight,19.368367346938776,90.0,24,6,2016,13,4,0,76.47058823529412
8679,Manon Fiorot,67,125,Boxing,France,32,Orthodox,65,Women's Flyweight,2021-10-16,Mayra Bueno Silva,W,Decision - Unanimous,3,05:00,UFC Fight Night: Ladd vs. Dumont,7,1,0,Striker,Brazil,31,Orthodox,66,Women's Flyweight,19.575629316106035,87.5,16,10,2021,7,1,1,77.77777777777779
8681,Manon Fiorot,67,125,Boxing,France,32,Orthodox,65,Women's Flyweight,2021-01-20,Victoria Leonardo,W,KO/TKO,2,04:08,UFC Fight Night: Chiesa vs. Magny,5,1,0,Kung Fu,USA,32,Orthodox,64,Women's Flyweight,19.575629316106035,83.33333333333334,20,1,2021,8,3,0,72.72727272727273
8688,Mara Romero Borella,66,125,Striker,Italy,36,Orthodox,69,Women's Flyweight,2020-09-19,Mayra Bueno Silva,L,Submission,1,02:29,UFC Fight Night: Covington vs. Woodley,12,8,2,Striker,Brazil,31,Orthodox,66,Women's Flyweight,20.173324150596876,54.54545454545454,19,9,2020,6,1,0,85.71428571428571
8690,Mara Romero Borella,66,125,Striker,Italy,36,Orthodox,69,Women's Flyweight,2020-02-15,Montana De La Rosa,L,Decision - Unanimous,3,05:00,UFC Fight Night: Anderson vs. Blachowicz 2,12,6,2,Wrestling,USA,27,Orthodox,68,Women's Flyweight,20.173324150596876,60.0,15,2,2020,10,5,0,66.66666666666666
8692,Mara Romero Borella,66,125,Striker,Italy,36,Orthodox,69,Women's Flyweight,2019-02-02,Taila Santos,W,Decision - Split,3,05:00,UFC Fight Night: Assuncao vs. Moraes 2,11,5,2,Striker,Brazil,29,Orthodox,68,Women's Flyweight,20.173324150596876,61.111111111111114,2,2,2019,15,0,0,100.0
8702,Mara Romero Borella,66,125,Striker,Italy,36,Orthodox,69,Women's Flyweight,2015-10-04,Stephanie Egger,L,TKO (Corner Stoppage),1,05:00,AFG: Arena Fighting Games,5,2,1,Judo,Switzerland,34,Orthodox,68,Women's Bantamweight,20.173324150596876,62.5,4,10,2015,1,0,0,100.0
8711,Marc Diakiese,70,155,Wrestling,England,29,Orthodox,73,Lightweight,2022-12-03,Michael Johnson,L,Decision - Unanimous,3,05:00,UFC Fight Night: Thompson vs. Holland,16,5,0,Wrestling,USA,36,Southpaw,73,Lightweight,22.237755102040815,76.19047619047619,3,12,2022,21,18,0,53.84615384615385
8713,Marc Diakiese,70,155,Wrestling,England,29,Orthodox,73,Lightweight,2022-03-26,Viacheslav Borshchev,W,Decision - Unanimous,3,05:00,UFC Fight Night: Blaydes vs. Daukaus,14,5,0,Mixed Martial Artist,Russia,31,Orthodox,69,Lightweight,22.237755102040815,73.68421052631578,26,3,2022,6,1,0,85.71428571428571
8715,Marc Diakiese,70,155,Wrestling,England,29,Orthodox,73,Lightweight,2020-07-18,Rafael Fiziev,L,Decision - Unanimous,3,05:00,UFC Fight Night: Figueiredo vs. Benavidez 2,14,3,0,Striker,Azerbaijan,29,Switch,71,Lightweight,22.237755102040815,82.35294117647058,18,7,2020,7,1,0,87.5
8718,Marc Diakiese,70,155,Wrestling,England,29,Orthodox,73,Lightweight,2018-07-22,Nasrat Haqparast,L,Decision - Unanimous,3,05:00,UFC Fight Night: Shogun vs. Smith,12,2,0,Striker,Morocco,27,Southpaw,72,Lightweight,22.237755102040815,85.71428571428571,22,7,2018,8,2,0,80.0
8721,Marc Diakiese,70,155,Wrestling,England,29,Orthodox,73,Lightweight,2017-03-18,Teemu Packalen,W,KO/TKO,1,00:30,UFC Fight Night: Manuwa vs. Anderson,11,0,0,Striker,Finland,35,Orthodox,75,Lightweight,22.237755102040815,100.0,18,3,2017,8,1,0,88.88888888888889
8750,Marcelo Golm,75,258,Striker,Brazil,30,Orthodox,75,Heavyweight,2019-04-20,Sergei Pavlovich,L,KO/TKO,1,01:06,UFC Fight Night: Overeem vs. Oleinik,6,2,0,Striker,Russia,30,Southpaw,84,Heavyweight,32.24426666666667,75.0,20,4,2019,12,1,0,92.3076923076923
8785,Marcin Prachnio,75,205,"Karate, Striker",Poland,34,Orthodox,74,Light Heavyweight,2022-04-23,Philipe Lins,L,Decision - Unanimous,3,05:00,UFC Fight Night: Lemos vs. Andrade,15,5,0,Striker,Brazil,37,Orthodox,78,Heavyweight,25.620444444444445,75.0,23,4,2022,14,5,0,73.68421052631578
8788,Marcin Prachnio,75,205,"Karate, Striker",Poland,34,Orthodox,74,Light Heavyweight,2020-08-22,Mike Rodriguez,L,KO/TKO,1,02:17,UFC Fight Night: Munhoz vs. Edgar,13,4,0,Striker,USA,34,Southpaw,82,Light Heavyweight,25.620444444444445,76.47058823529412,22,8,2020,10,4,1,66.66666666666666
8808,Marcin Tybura,75,252,Mixed Martial Artist,Poland,37,Orthodox,78,Heavyweight,2021-06-05,Walt Harris,W,KO/TKO,1,04:06,UFC Fight Night: Rozenstruik vs. Sakai,21,6,0,Striker,USA,39,Southpaw,77,Heavyweight,31.4944,77.77777777777779,5,6,2021,13,9,1,56.52173913043478
8812,Marcin Tybura,75,252,Mixed Martial Artist,Poland,37,Orthodox,78,Heavyweight,2020-02-29,Serghei Spivac,W,Decision - Unanimous,3,05:00,UFC Fight Night: Benavidez vs. Figueiredo,17,6,0,"Striker, Brawler",Moldova,28,Orthodox,78,Heavyweight,31.4944,73.91304347826086,29,2,2020,10,1,0,90.9090909090909
