Reach,Name,WT_class
"78""",Sam Patterson,Lightweight
"76""",Zac Pauga,Heavyweight
"67""",Thomas Paull,Lightweight
"84""",Sergei Pavlovich,Heavyweight
"73""",Pawel Pawlak,Welterweight
"72""",Estevan Payan,Featherweight
"71""",Jonathan Pearce,Featherweight
"72""",Joe Pearson,Featherweight
"69""",Ross Pearson,Lightweight
"72""",Scott Pedersen,Featherweight
"75""",Carlo Pedersoli Jr.,Welterweight
"79""",Tyson Pedro,Light Heavyweight
"70""",Trevor Peek,Lightweight
"71""",Miguel Peimbert,Bantamweight
"70""",Filip Pejic,Bantamweight
"70.5""",Kurt Pellegrino,Lightweight
"64""",Demarte Pena,Bantamweight
"78""",Luis Pena,Lightweight
"83""",Matej Penaz,Middleweight
"66""",Chiara Penco,Women's Strawweight
"75""",Cathal Pendred,Welterweight
"67""",Xuewen Peng,Flyweight
"70""",BJ Penn,Featherweight
"67""",Jessica Penne,Women's Strawweight
"77""",Nick Penner,Light Heavyweight
"67.5""",Raquel Pennington,Women's Bantamweight
"73.5""",Godofredo Pepey,Welterweight
"71""",Robert Peralta,Featherweight
"79""",Alex Pereira,Middleweight
"73""",Michel Pereira,Welterweight
"63""",Viviane Pereira,Women's Strawweight
"66""",Ailin Perez,Women's Featherweight
"67""",Alejandro Perez,Bantamweight
"65.5""",Alex Perez,Flyweight
"71""",Andy Perez,Featherweight
"68""",Erik Perez,Bantamweight
"73""",Frankie Perez,Lightweight
"64.5""",Katie Perez,Atomweight
"73""",Markus Perez,Middleweight
"74""",Alexei Pergrande,Lightweight
"75""",Anthony Perosh,Light Heavyweight
"67""",Jay Perrin,Bantamweight
"75""",Blake Perry,Welterweight
"76.5""",Dulani Perry,Featherweight
"71""",Mike Perry,Welterweight
"78""",Raphael Pessoa,Heavyweight
"77""",Viktor Pesta,Heavyweight
"72""",Thomas Petersen,Heavyweight
"70""",Steven Peterson,Featherweight
"77""",Vitor Petrino,Light Heavyweight
"73""",Andre Petroski,Middleweight
"71""",Armen Petrosyan,Light Heavyweight
"76""",Seth Petruzelli,Light Heavyweight
"72""",Peter Petties,Bantamweight
"73""",Anthony Pettis,Lightweight
"69""",Sergio Pettis,Flyweight
"69""",Julianna Peña,Women's Bantamweight
"73""",Cody Pfister,Lightweight
"70""",Nam Phan,Bantamweight
"73""",Constantinos Philippou,Middleweight
"71""",Aaron Phillips,Bantamweight
"65""",Elizabeth Phillips,Women's Bantamweight
"75""",John Phillips,Middleweight
"72""",Kyler Phillips,Bantamweight
"71.5""",Adam Piccolotti,Lightweight
"72""",Vinc Pichel,Lightweight
"68""",Brad Pickett,Catch Weight
"80""",Jamie Pickett,Middleweight
"70.5""",Aaron Pico,Featherweight
"76""",Oskar Piechota,Welterweight
"71""",Mike Pierce,Welterweight
"76""",Sean Pierson,Welterweight
"73""",Patrik Pietila,Lightweight
"74""",Domingo Pilarte,Bantamweight
"73""",Paddy Pimblett,Featherweight
"71.5""",Raymond Pina,Lightweight
"69""",Daniel Pineda,Featherweight
"74""",Jesus Pinedo,Featherweight
"72""",Liu Pingyuan,Bantamweight
"62""",Luana Pinheiro,Women's Strawweight
"64""",Liana Pirosin,Women's Flyweight
"65""",Gaetano Pirrello,Featherweight
"75""",Maki Pitolo,Middleweight
"2""",Wayne Pittman,Middleweight
"73""",Luca Poclit,Welterweight
"73.5""",Arut Pogosjan,Lightweight
"25""",Dave Pogson,Welterweight
"77""",Jamal Pogues,Light Heavyweight
"72""",Dustin Poirier,Lightweight
"76""",Igor Pokrajac,Light Heavyweight
"63""",Julia Polastri,Women's Flyweight
"66.5""",Pawel Polityło,Bantamweight
"72""",Alex Polizzi,Light Heavyweight
"64.5""",Mandy Polk,Women's Strawweight
"69""",Andres Ponce,Bantamweight
"70""",Elise Pone,Women's Flyweight
"75""",Jason Ponet,Welterweight
"73""",Santiago Ponzinibbio,Welterweight
"68""",Grigorii Popov,Bantamweight
"75""",Parker Porter,Heavyweight
"64.5""",Vanessa Porto,Women's Flyweight
"75""",Ihor Potieria,Light Heavyweight
"72""",Callan Potter,Featherweight
"77""",Dylan Potter,Heavyweight
"75""",Ruan Potts,Heavyweight
"73""",Devin Powell,Lightweight
"85""",Simeon Powell,Light Heavyweight
"74""",Marcin Prachnio,Light Heavyweight
"70""",Alvaro Prado,Flyweight
"71""",Francisco Prado,Lightweight
"74""",Wagner Prado,Light Heavyweight
"75""",Trevor Prangley,Light Heavyweight
"78""",Ricardo Prasel,Heavyweight
"72""",Carlo Prater,Lightweight
"67.5""",Michel Prazeres,Welterweight
"70""",Kyle Prepolec,Welterweight
"73""",Myles Price,Lightweight
"76""",Niko Price,Welterweight
"73""",Brent Primus,Lightweight
"80""",Jiří Procházka,Light Heavyweight
"67""",Lara Procopio,Women's Bantamweight
"72""",Joe Proctor,Lightweight
"68.5""",Cole Province,Featherweight
"69""",Sebastian Przybysz,Bantamweight
"67.5""",Lucie Pudilova,Women's Bantamweight
"72""",Claudio Puelles,Lightweight
"71""",Juan Puerta,Flyweight
"76.5""",Stephan Puetz,Light Heavyweight
"72""",Juan Puig,Featherweight
"70""",Jens Pulver,Bantamweight
"73""",CM Punk,Welterweight
"75""",Joe Pyfer,Middleweight
"74""",Mike Pyle,Welterweight
"64""",Whittany Pyles,Women's Flyweight
"70""",Billy Quarantillo,Featherweight
"72.5""",Nate Quarry,Middleweight
"74.5""",Peter Queally,Lightweight
"72""",Jimmy Quinlan,Middleweight
"72""",Josh Quinlan,Welterweight
"73""",Michel Quinones,Featherweight
"69""",Jose Quinonez,Bantamweight
"72""",Jonathan Quiroz,Featherweight
"70""",Cristian Quiñonez,Bantamweight
"71""",Gadzhi Rabadanov,Lightweight
"76""",Jason Radcliffe,Light Heavyweight
"68""",Loik Radzhabov,Lightweight
"77""",Ricky Rainey,Welterweight
"77""",Shavkat Rakhmonov,Welterweight
"78""",Aleksandar Rakic,Light Heavyweight
"68""",Jessica Rakoczy,Women's Strawweight
"76""",Smealinho Rama,Light Heavyweight
"74""",Murad Ramazanov,Middleweight
"70""",Calob Ramirez,Bantamweight
"73""",Danny Ramirez,Lightweight
"70""",Davi Ramos,Lightweight
"72""",Ricardo Ramos,Featherweight
"72""",Vernon Ramos,Lightweight
"78""",Eric Ramsey,Heavyweight
"64""",Mitch Raposo,Flyweight
"71.5""",Ed Ratcliff,Lightweight
"64""",Bec Rawlings,Women's Strawweight
"71""",Stevie Ray,Lightweight
"75""",Tyler Ray,Welterweight
"74""",Kelvin Rayford,Welterweight
"73""",Abdul Razak Alhassan,Middleweight
"67""",Antun Račić,Featherweight
"66""",Mateusz Rebecki,Lightweight
"73""",Greg Rebello,Heavyweight
"67""",Rafael Rebello,Bantamweight
"70""",Paul Redmond,Featherweight
"63""",Elise Reed,Women's Flyweight
"78""",Karl Reed,Light Heavyweight
"76.5""",Stephen Regman,Middleweight
"65""",Wilson Reis,Featherweight
"81""",Goran Reljic,Heavyweight
"75""",Chance Rencountre,Welterweight
"68""",Marion Reneau,Women's Bantamweight
"72""",Solomon Renfro,Welterweight
"67""",Josh Rettinghouse,Bantamweight
"76""",Jared Revel,Middleweight
"73""",Alex Reyes,Welterweight
"77""",Dominick Reyes,Light Heavyweight
"71""",Polo Reyes,Lightweight
"74""",Victor Reyna,Welterweight
"74.5""",Mike Rhodes,Welterweight
"67""",Lucrezia Ria,Women's Flyweight
"66""",Amanda Ribas,Women's Strawweight
"74.5""",Alexandre Ribeiro,Welterweight
"77""",Claudio Ribeiro,Middleweight
"69""",Esteban Ribovics,Lightweight
"69""",Alessandro Ricci,Lightweight
"67.5""",Josh Ricci,Flyweight
"77""",Mike Ricci,Lightweight
"61""",Tabatha Ricci,Women's Flyweight
"68""",Nate Richardson,Featherweight
"71""",Brad Riddell,Lightweight
"76""",Matthew Riddle,Welterweight
"70""",Joe Riggs,Middleweight
"69""",Aaron Riley,Lightweight
"72""",Jordan Rinaldi,Lightweight
"65""",Shaianna Rincon,Women's Featherweight
"64""",Jason Rine,Bantamweight
"74""",Nick Ring,Middleweight
"70""",Mike Rio,Lightweight
"69""",Diego Rivas,Featherweight
"71""",Francisco Rivera,Bantamweight
"67""",Irwin Rivera,Featherweight
"72""",Jerome Rivera,Flyweight
"68.5""",Jimmie Rivera,Featherweight
"73""",Jorge Rivera,Middleweight
"65""",Theo Rlayang,Featherweight
"67.5""",Paata Robakidze,Bantamweight
"63.5""",Kali Robbins,Women's Strawweight
"74""",Karl Roberson,Middleweight
"74""",Danny Roberts,Welterweight
"69""",Jesse Roberts,Lightweight
"73""",Roosevelt Roberts,Lightweight
"63""",Gillian Robertson,Women's Flyweight
"74""",Kenny Robertson,Welterweight
"70""",Carlos Eduardo Rocha,Welterweight
"73""",Vagner Rocha,Lightweight
"77""",Luke Rockhold,Middleweight
"75""",Gregory Rodrigues,Middleweight
"67""",Kleydson Rodrigues,Flyweight
"71.5""",Christian Rodriguez,Bantamweight
"74""",Daniel Rodriguez,Welterweight
"69""",Drako Rodriguez,Bantamweight
"67""",Karina Rodriguez,Women's Flyweight
"65.5""",Luis Rodriguez,Flyweight
"68""",Manuel Rodriguez,Welterweight
"65""",Marina Rodriguez,Women's Strawweight
"82.5""",Mike Rodriguez,Light Heavyweight
"71""",Pete Rodriguez,Welterweight
"63.5""",Piera Rodriguez,Women's Strawweight
"70""",Ray Rodriguez,Bantamweight
"67""",Victor Rodriguez,Bantamweight
"71""",Yair Rodriguez,Featherweight
"75""",Nick Roehrick,Light Heavyweight
"71""",Saul Rogers,Featherweight
"71""",Max Rohskopf,Lightweight
"71""",Marcelo Rojo,Featherweight
"64""",Asha Roka,Women's Strawweight
"72""",Shane Roller,Lightweight
"75""",Alexandr Romanov,Heavyweight
"69""",Tomasz Romanowski,Middleweight
"70""",Anthony Romero,Lightweight
"69""",Kaleio Romero,Featherweight
"76""",Ricardo Romero,Light Heavyweight
"73""",Yoel Romero,Light Heavyweight
"69""",Mara Romero Borella,Women's Flyweight
"66""",Yajaira Romo,Women's Strawweight
"64""",Juancamilo Ronderos,Flyweight
"70""",Jesse Ronson,Welterweight
"72""",George Roop,Featherweight
"78""",Aaron Rosa,Heavyweight
"69""",Charles Rosa,Featherweight
"67.5""",Karol Rosa,Women's Bantamweight
"74""",Jacob Rosales,Lightweight
"67""",Raul Rosas Jr.,Bantamweight
"63""",Hilarie Rose,Women's Strawweight
"72.5""",Nathan Rose,Featherweight
"75.5""",Jared Rosholt,Heavyweight
"71""",Mitch Rosland,Light Heavyweight
"66""",Shannon Ross,Flyweight
"74""",Dalton Rosta,Middleweight
"78.5""",Ben Rothwell,Heavyweight
"76.5""",Khalil Rountree Jr.,Light Heavyweight
"68""",Ronda Rousey,Women's Bantamweight
"80.5""",Phil Rowe,Welterweight
"68""",Brandon Royval,Flyweight
"76""",Maciej Rozanski,Light Heavyweight
"78""",Jairzinho Rozenstruik,Heavyweight
"76""",Mauricio Rua,Light Heavyweight
"69""",Olga Rubin,Women's Bantamweight
"66""",Rodolfo Rubio,Featherweight
"72.5""",Robert Ruchała,Featherweight
"79""",Anthony Ruiz,Middleweight
"69""",Zebenzui Ruiz,Bantamweight
"73""",Mike Russow,Heavyweight
"67""",Daniel Rutkowski,Featherweight
"67""",Cameron Saaiman,Bantamweight
"71""",Danny Sabatello,Bantamweight
"70""",Pat Sabatini,Featherweight
"75""",Amir Sadollah,Welterweight
"69""",Katarzyna Sadura,Women's Flyweight
"69""",Nazim Sadykhov,Lightweight
"66""",Frankie Saenz,Bantamweight
"78""",Saparbeg Safarov,Light Heavyweight
"70""",Tarec Saffiedine,Welterweight
"71""",Jason Saggo,Lightweight
"73""",Benoit Saint Denis,Welterweight
"72.5""",J.P. Saint Louis,Welterweight
"80""",Ovince Saint Preux,Light Heavyweight
"71.5""",Lukasz Sajewski,Lightweight
"77""",Augusto Sakai,Heavyweight
"72""",Alessio Sakara,Middleweight
"71""",Emran Sakhizada,Lightweight
"73""",Gokhan Saki,Light Heavyweight
"70""",Justin Salas,Lightweight
"68""",Roman Salazar,Bantamweight
"73""",Luis Saldana,Featherweight
"70""",Muslim Salikhov,Welterweight
"75""",Hamza Salim,Light Heavyweight
"68""",Boston Salmon,Bantamweight
"74""",John Salter,Middleweight
"70.5""",Vinicius Salvador,Flyweight
"79""",Josh Samman,Middleweight
"64""",Josh Sampo,Flyweight
"74.5""",Corey Samuels,Lightweight
"71""",Josh San Diego,Featherweight
"74""",Andrew Sanchez,Middleweight
"72""",Diego Sanchez,Welterweight
"70""",Emmanuel Sanchez,Featherweight
"69""",Erick Sanchez,Lightweight
"68""",Joby Sanchez,Flyweight
"69""",Jose Sanchez,Featherweight
"72""",Laura Sanchez,Women's Lightweight
"66.5""",Roberto Sanchez,Flyweight
"72""",Jerrod Sanders,Bantamweight
"67""",Luke Sanders,Bantamweight
"70""",Cory Sandhagen,Bantamweight
"69""",Freddy Sandoval,Middleweight
"64""",Hector Sandoval,Flyweight
"65""",Roldan Sangcha'an,Flyweight
"72""",Louie Sanoudakis,Bantamweight
"73""",Duda Santana,Women's Bantamweight
"75""",Shaheen Santana,Lightweight
"74""",Jorge Santiago,Welterweight
"69""",Mike Santiago,Featherweight
"67""",Richie Santiago,Bantamweight
"69.5""",Bruno Santos,Middleweight
"67""",Daniel Santos,Bantamweight
"78""",Edivan Santos,Heavyweight
"76""",Evangelista Santos,Welterweight
"66""",Iliarde Santos,Flyweight
"75""",Leonardo Santos,Lightweight
"72""",Mairon Santos,Bantamweight
"68""",Marilia Santos,Women's Flyweight
"68""",Taila Santos,Women's Flyweight
"76""",Thiago Santos,Light Heavyweight
"68""",Yana Santos,Women's Bantamweight
"67""",Eko Roni Saputra,Bantamweight
"73""",Daniel Sarafian,Welterweight
"69""",Jeka Saragih,Lightweight
"75.5""",Tomasz Sarara,Heavyweight
"76""",Gokhan Saricam,Heavyweight
"64""",Yosuke Saruta,Flyweight
"71""",Ulka Sasaki,Bantamweight
"73""",Paul Sass,Lightweight
"69""",Keisuke Sasu,Featherweight
"71""",Shoko Sato,Bantamweight
"73""",Takashi Sato,Welterweight
"71""",Takenori Sato,Lightweight
"63.5""",Bianca Sattelmayer,Women's Strawweight
"63.5""",Katie Saull,Women's Atomweight
"77.5""",Ben Saunders,Welterweight
"69""",Chris Saunders,Lightweight
"76""",Brandon Sayles,Heavyweight
"68.5""",Matt Sayles,Featherweight
"69.5""",Daniele Scatizzi,Lightweight
"78""",Brendan Schaub,Heavyweight
"76""",Matheus Scheffel,Heavyweight
"69""",Pat Schilling,Featherweight
"73""",Dante Schiro,Welterweight
"70""",Matt Schnell,Flyweight
"76""",Bailey Schoenfelder,Heavyweight
"69""",Natan Schulte,Lightweight
"76""",Wes Schultz,Middleweight
"68.5""",Jared Scoggins,Bantamweight
"66""",Justin Scoggins,Flyweight
"72.5""",Ryan Scope,Lightweight
"76""",Bradley Scott,Welterweight
"71.5""",Mahmoud Sebie,Welterweight
"64.5""",Neil Seery,Flyweight
"72""",Walid Seghir,Featherweight
"72""",Mike Segura,Lightweight
"74""",Ricardo Seixas,Lightweight
"75""",Stefan Sekulic,Welterweight
"75""",Pete Sell,Welterweight
"75""",Matthew Semelsberger,Welterweight
"72""",Mackens Semerzier,Featherweight
"64""",Sabriye Sengul,Women's Flyweight
"63""",YeDam Seo,Women's Strawweight
"74""",Alex Serdyukov,Welterweight
"70""",Bobby Seronio III,Bantamweight
"68""",Matt Serra,Welterweight
"65.5""",Fredy Serrano,Flyweight
"72.5""",Devante Sewell,Featherweight
"63""",Rosi Sexton,Women's Bantamweight
"70.5""",Alexander Shabliy,Lightweight
"74""",Edmen Shahbazyan,Middleweight
"74.5""",Leon Shahbazyan,Welterweight
"66.5""",Don Shainis,Featherweight
"65""",Liliya Shakirova,Women's Flyweight
"68""",Kamal Shalorus,Lightweight
"67""",Shanati Shamaiti,Bantamweight
"72.5""",Ken Shamrock,Heavyweight
"68""",Luke Shanks,Flyweight
"79""",Brandon Shavers,Welterweight
"76""",John Michael Sheil,Welterweight
"68""",Eric Shelton,Flyweight
"67""",Sean Sherk,Lightweight
"78""",Chase Sherman,Heavyweight
"67""",Antonina Shevchenko,Women's Flyweight
"66.5""",Valentina Shevchenko,Women's Flyweight
"68""",Claressa Shields,Women's Lightweight
"72""",Jake Shields,Welterweight
"72""",Henrique Shiguemoto,Middleweight
"66""",Shunichi Shimizu,Bantamweight
"74""",Mike Shipman,Middleweight
"74.5""",Josh Shockley,Lightweight
"71""",Liudvik Sholinian,Bantamweight
"71""",Jack Shore,Bantamweight
"74""",Ivan Shtyrkov,Light Heavyweight
"67""",Blaine Shutt,Bantamweight
"75""",Marcin Sianos,Heavyweight
"67""",Sam Sicilia,Featherweight
"74""",Kirill Sidelnikov,Heavyweight
"70""",Steven Siler,Featherweight
"63.5""",Alex Silva,Flyweight
"77""",Anderson Silva,Middleweight
"80""",Antonio Silva,Heavyweight
"65""",Bruno Silva,Flyweight
"74""",Bruno Silva,Middleweight
"76""",Carlao Silva,Lightweight
"71""",Claudio Silva,Welterweight
"71""",Danny Silva,Featherweight
"68.5""",Dayana Silva,Women's Featherweight
"69""",Diego Silva,Bantamweight
"74""",Erick Silva,Featherweight
"71""",Erik Silva,Featherweight
"77""",Felipe Silva,Lightweight
"71""",Gabriel Silva,Bantamweight
"67""",Jacob Silva,Flyweight
"67""",Jansey Silva,Middleweight
"69""",Joaquim Silva,Lightweight
"67""",Karine Silva,Women's Flyweight
"77""",Kleber Silva,Light Heavyweight
"72""",Leandro Silva,Lightweight
"65""",Maria Silva,Women's Strawweight
"65""",Natalia Silva,Women's Flyweight
"72""",Paulo Silva,Lightweight
"74""",Thiago Silva,Light Heavyweight
"74""",Wanderlei Silva,Heavyweight
"68""",Douglas Silva de Andrade,Featherweight
"75""",Josh Silveira,Light Heavyweight
"73""",Elias Silverio,Lightweight
"70""",Jamey Simmons,Featherweight
"69""",Ricky Simon,Bantamweight
"73""",Aaron Simpson,Welterweight
"72.5""",Le'Ville Simpson,Lightweight
"77.5""",Everett Sims,Heavyweight
"70""",Tony Sims,Lightweight
"77""",Rory Singer,Middleweight
"77.5""",Elvis Sinosic,Light Heavyweight
"76""",Mitchell Sipe,Heavyweight
"71.5""",Tyson Siphavong-Miller,Welterweight
"74""",Gian Siqueira,Welterweight
"63""",Jeremia Siregar,Flyweight
"70""",Dennis Siver,Featherweight
"72""",Chas Skelly,Featherweight
"71.5""",Daniel Skibinski,Welterweight
"76""",Anthony Smith,Light Heavyweight
"67""",Cole Smith,Bantamweight
"71""",Colton Smith,Lightweight
"76""",Devonte Smith,Lightweight
"75""",Gilbert Smith,Welterweight
"66""",Leslie Smith,Women's Bantamweight
"69""",Nate Smith,Flyweight
"70""",Scott Smith,Welterweight
"75""",Trevor Smith,Middleweight
"69""",Warren Smith,Welterweight
"72.5""",Will Smith,Bantamweight
"71""",Darren Smith Jr.,Welterweight
"74""",Dmitrii Smoliakov,Heavyweight
"68.5""",Louis Smolka,Bantamweight
"74""",Shimon Smotritsky,Welterweight
"71""",Richie Smullen,Lightweight
"72""",Devin Smyth,Welterweight
"66""",Jason Soares,Featherweight
"75""",Peter Sobotta,Welterweight
"75.5""",Renato Sobral,Light Heavyweight
"73""",Roberto Soldić,Middleweight
"70.5""",Joe Solecki,Lightweight
"71.5""",Nicolo Solli,Welterweight
"67""",Min Jong Song,Featherweight
"74""",Chael Sonnen,Light Heavyweight
"69""",Jin Soo Son,Bantamweight
"77""",Emiliano Sordi,Light Heavyweight
"65""",Pam Sorenson,Women's Featherweight
"72.5""",Punahele Soriano,Middleweight
"70""",Sean Soriano,Lightweight
"77""",Dmitry Sosnovskiy,Heavyweight
"72.5""",Ben Sosoli,Heavyweight
"77.5""",Krzysztof Soszynski,Light Heavyweight
"71""",George Sotiropoulos,Lightweight
"71""",Alex Soto,Bantamweight
"73""",Greg Soto,Welterweight
"65""",Joe Soto,Bantamweight
"70""",Johnny Soto,Featherweight
"70""",Andre Soukhamthath,Bantamweight
"66""",Herbeth Sousa,Bantamweight
"69""",Manoel Sousa,Lightweight
"79.5""",Mario Sousa,Middleweight
"73""",Bruce Souto,Light Heavyweight
"70""",Bruno Souza,Featherweight
"74""",Edimilson Souza,Featherweight
"72""",Jacare Souza,Middleweight
"64""",Ketlen Souza,Women's Flyweight
"63""",Livinha Souza,Women's Strawweight
"76""",Said Sowma,Heavyweight
"79""",Ryan Spann,Light Heavyweight
"66""",Natalya Speece,Women's Flyweight
"68""",Felicia Spencer,Women's Featherweight
"75.5""",Sean Spencer,Welterweight
"73""",Eric Spicely,Middleweight
"82""",Daniel Spitz,Heavyweight
"78""",Serghei Spivac,Heavyweight
"77""",Dan Spohn,Light Heavyweight
"72.5""",Tyrone Spong,Light Heavyweight
"71""",Austin Springer,Featherweight
"76""",Georges St-Pierre,Middleweight
"73""",Andreas Stahl,Welterweight
"75""",Ron Stallings,Middleweight
"64.5""",Cody Stamann,Bantamweight
"64""",Cristina Stanciu,Women's Strawweight
"74""",Brian Stann,Light Heavyweight
"73""",Peter Stanonik,Welterweight
"74""",Josh Stansbury,Light Heavyweight
"74""",Mick Stanton,Light Heavyweight
"77""",Clifford Starks,Middleweight
"71.5""",Laureano Staropoli,Welterweight
"70""",Damian Stasiak,Featherweight
"78""",Filip Stawowy,Heavyweight
"67.5""",Sean Stebbins,Flyweight
"74""",Dominique Steele,Welterweight
"74""",Ricky Steele,Bantamweight
"75""",Steve Steinbeiss,Middleweight
"70""",Jeremy Stephens,Lightweight
"71""",Aljamain Sterling,Bantamweight
"73""",Kye Stevens,Lightweight
"70""",Joe Stevenson,Lightweight
"62.5""",Maia Stevenson,Women's Strawweight
"74""",Darren Stewart,Middleweight
"77""",Hopeton Stewart,Lightweight
"76""",Kyle Stewart,Welterweight
"69""",Jesse Stirn,Featherweight
"70""",Jivko Stoimenov,Welterweight
"68""",Lazar Stojadinovic,Featherweight
"66""",Julija Stoliarenko,Women's Featherweight
"75""",Dustin Stoltzfus,Middleweight
"75""",Niklas Stolze,Lightweight
"71""",Ken Stone,Bantamweight
"71.5""",Logan Storley,Welterweight
"71""",Rick Story,Welterweight
"72.5""",Raufeon Stots,Bantamweight
"70""",Sam Stout,Lightweight
"76""",Darko Stošić,Heavyweight
"70""",Jesse Strader,Bantamweight
"67""",Daniel Straus,Featherweight
"72""",Josh Streacker,Lightweight
"76""",Sean Strickland,Middleweight
"70""",Mark Striegl,Bantamweight
"73.5""",Hans Stringer,Light Heavyweight
"84.5""",Stefan Struve,Heavyweight
"71""",Mike Stumpf,Welterweight
"66""",Tatiana Suarez,Women's Strawweight
"76""",Tsuyoshi Sudario,Heavyweight
"75.5""",Lucasz Sudolski,Light Heavyweight
"73.5""",George Sullivan,Welterweight
"66""",Robert Sullivan,Lightweight
"80""",Justin Sumter,Middleweight
"72""",Jo Sungbin,Featherweight
"67""",Maiju Suotama,Women's Bantamweight
"66""",Rama Supandhi,Flyweight
"68""",Joe Supino,Bantamweight
"76""",Ion Surdu,Welterweight
"68""",Patrick Surdyn,Bantamweight
"74""",Marcus Surin,Lightweight
"76""",Louie Sutherland,Heavyweight
"74""",Danilo Suzart,Heavyweight
"72.5""",Martin Svensson,Lightweight
"70""",Daniel Swain,Featherweight
"70""",Billy Swanson,Heavyweight
"70""",Cub Swanson,Featherweight
"72.5""",John Sweeney,Bantamweight
"77""",Mike Swick,Welterweight
"84""",Oumar Sy,Light Heavyweight
"80""",Sadibou Sy,Welterweight
"68""",Bentley Syler,Flyweight
"71.5""",Kevin Syler,Lightweight
"80""",Tim Sylvia,Heavyweight
"81.5""",Kevin Szaflarski,Heavyweight
"73.5""",Artur Szczepaniak,Welterweight
"71""",Roman Szymański,Lightweight
"74""",Justin Tafa,Heavyweight
"69""",Khalid Taha,Featherweight
"70""",Tatsuro Taira,Flyweight
"73""",Mairbek Taisumov,Lightweight
"59""",Satomi Takano,Women's Atomweight
"69""",Ali Taleb,Bantamweight
"74.5""",Nordine Taleb,Welterweight
"76.5""",Haris Talundžić,Welterweight
"63""",Issei Tamura,Bantamweight
"67.5""",Michinori Tanaka,Bantamweight
"74""",Evan Tanner,Middleweight
"67""",Manny Tapia,Bantamweight
"65""",Miesha Tate,Women's Bantamweight
"68""",Deividas Taurosevicius,Featherweight
"74""",Brad Tavares,Middleweight
"68.5""",Thiago Tavares,Featherweight
"74""",Brad Taylor,Middleweight
"62""",Danielle Taylor,Women's Strawweight
"77""",Dilano Taylor,Welterweight
"73""",Jesse Taylor,Middleweight
"72""",Paul Taylor,Lightweight
"75""",James Te Huna,Middleweight
"76""",Glover Teixeira,Light Heavyweight
"70""",Taneisha Tennant,Women's Bantamweight
"69.5""",Tiffany Teo,Women's Flyweight
"74""",Micah Terrill,Welterweight
"71""",Edir Terry,Bantamweight
"71.5""",Hiroyuki Tetsuka,Middleweight
"69""",Daniel Teymur,Featherweight
"73""",David Teymur,Lightweight
"66.5""",Motonobu Tezuka,Bantamweight
"74.5""",Brandon Thatch,Welterweight
"75.5""",Elias Theodorou,Middleweight
"74.5""",Paulo Thiago,Middleweight
"74""",Nick Thompson,Welterweight
"75""",Oli Thompson,Heavyweight
"75""",Stephen Thompson,Welterweight
"71""",Josh Thomson,Lightweight
"79""",Simeon Thoresen,Welterweight
"72""",Joshua Thorpe,Light Heavyweight
"68""",Gleison Tibau,Lightweight
"61""",Herica Tiburcio,Atomweight
"69""",Nolan Ticman,Flyweight
"74.5""",Darren Till,Middleweight
"77""",Kelvin Tiller,Heavyweight
"77""",Denis Tiuliulin,Middleweight
"74""",Dusko Todorovic,Middleweight
"75""",Tuco Tokkos,Light Heavyweight
"73""",Anatoly Tokov,Middleweight
"73""",Vladimir Tokov,Lightweight
"73""",Kazuki Tokudome,Lightweight
"69""",Garry Tonon,Featherweight
"69""",Ilia Topuria,Featherweight
"64""",Daiana Torquato,Women's Flyweight
"70""",Alex Torres,Featherweight
"67""",Daniel Torres,Featherweight
"69""",Desmond Torres,Bantamweight
"71.5""",Javier Torres,Middleweight
"73""",Manuel Torres,Lightweight
"60.5""",Tecia Torres,Women's Strawweight
"72""",Salim Touahri,Welterweight
"74""",Abou Tounkara,Featherweight
"79""",Dequan Townsend,Light Heavyweight
"64""",Liz Tracy,Women's Strawweight
"81""",Luke Trainer,Light Heavyweight
"70.5""",Tiago Trator,Featherweight
"70""",Francisco Trevino,Lightweight
"71""",Frank Trigg,Middleweight
"66""",Sydney Trillo,Women's Strawweight
"70""",Francisco Trinaldo,Lightweight
"71""",Michael Trizano,Featherweight
"82""",Antonio Trocoli,Middleweight
"77""",Tor Troeng,Middleweight
"75""",John Troyer,Welterweight
"70""",Abel Trujillo,Lightweight
"64""",Alberto Trujillo,Flyweight
"78.5""",Gustavo Trujillo,Light Heavyweight
"72.5""",Arman Tsarukyan,Lightweight
"76""",Chris Tuchscherer,Heavyweight
"73""",Jon Tuck,Lightweight
"66""",Gavin Tucker,Featherweight
"67""",Jumabieke Tuerxun,Bantamweight
"78""",Zeke Tuinei-Wily,Heavyweight
"75""",Tai Tuivasa,Heavyweight
"68""",Zubaira Tukhugov,Featherweight
"73""",Albert Tumenov,Welterweight
"68""",Maimaiti Tuohati,Bantamweight
"71""",Ricky Turcios,Bantamweight
"78""",Anton Turkalj,Light Heavyweight
"72""",Wellington Turman,Middleweight
"77""",Jalin Turner,Lightweight
"71""",Taylor Turner,Women's Flyweight
"74.5""",Robert Turnquest,Welterweight
"78""",Marcin Tybura,Heavyweight
"73""",Raphael Uchegbu,Bantamweight
"68""",Takeru Uchida,Flyweight
"77.5""",Alberto Uda,Middleweight
"70""",Tagir Ulanbekov,Flyweight
"77""",Carlos Ulberg,Light Heavyweight
"71""",Gasan Umalatov,Welterweight
"78""",Magomed Umalatov,Welterweight
